Listagem de Distribuidoras 2009 a 2019;;;;;;;;;;;
;;;;;;;;;;;
Ano de exibição;Distribuidora;Número de Registro Ancine;Origem da empresa distribuidora;Público;Público Filmes Brasileiros;Renda (R$);Renda Filmes Brasileiros (R$);Títulos Exibidos;Títulos Brasileiros Exibidos;Títulos Lançados;Títulos Brasileiros Lançados
2016;Cineart Filmes;33340;Distribuição Nacional;4.360;1.601;51.830,41;17.492;2;1;2;1
2016;Cineluz Produções;1053;Distribuição Nacional;592;592;7.139,27;7.139;1;1;1;1
2016;Cinemark Brasil;1843;Distribuição Nacional;32.068;0;502.659,36;0;17;0;1;0
2016;Cinépolis;17266;Distribuição Nacional;12.722;0;199.975,69;0;3;0;3;0
2016;Clarissa Appelt Baptista San Roman;23664;Distribuição Nacional;31;31;120;120;1;1;0;0
2016;Com Domínio Filmes;16431;Distribuição Nacional;1.206;1.206;17.546,91;17.547;1;1;1;1
2016;Comalt;380;Distribuição Nacional;225;225;3.511,89;3.512;2;2;1;1
2016;Conexão Cultural;22060;Distribuição Nacional;11.280;11.280;129.821,66;129.822;2;2;2;2
2016;Cultura;1125;Distribuição Nacional;55;55;268;268;1;1;0;0
2016;Cultura Maior;22903;Distribuição Nacional;62;62;870,1;870;1;1;1;1
2016;CV&F;7024;Distribuição Nacional;53.801;53.801;723.846,79;723.847;1;1;1;1
2016;Diamond Films;22724;Distribuição Nacional;2.133.871;187.015;31.939.855,39;2.801.547;17;1;14;1
2016;Dilúvio Filmes;19176;Distribuição Nacional;1.875;1.875;15.140,15;15.140;1;1;1;1
2016;Disney;18398;Distribuição Internacional;39.058.991;153.234;572.064.184,00;1.935.131;32;1;15;1
2016;DM Filmes;5816;Distribuição Nacional;339;339;3.547,10;3.547;1;1;1;1
2016;Documenta Produções;335;Distribuição Nacional;530;530;4.657,77;4.658;2;2;1;1
2016;Downtown;4904;Distribuição Nacional;180;180;2.354,76;2.355;1;1;0;0
2016;Downtown/Paris;4904/11922;Distribuição Nacional;24.826.107;24.826.107;289.438.135,46;289.438.135;22;22;19;19
2016;E.H. Produções;461;Distribuição Nacional;836;836;9.472,18;9.472;1;1;1;1
2016;Elite Filmes;22364;Distribuição Nacional;9.159;1.988;127.775,88;25.203;5;2;5;2
2016;Elo Company;5672;Distribuição Nacional;43.373;43.373;622.283,28;622.283;6;6;4;4
2016;Esfera Produções;18039;Distribuição Nacional;69.101;15.324;915.398,76;209.171;24;1;7;1
2016;Espaço Filmes;1083;Distribuição Nacional;44.365;37.207;546.877,63;456.905;8;6;1;1
2016;Estação Luz Filmes;1591;Distribuição Nacional;1.912;0;21.342,54;0;1;0;1;0
2016;Estrangeira Filmes;21082;Distribuição Nacional;14;14;140;140;1;1;0;0
2016;Europa;2250;Distribuição Nacional;71.085;71.085;1.016.161,89;1.016.162;10;10;9;9
2016;Europa/Vinny filmes;2250/17810;Distribuição Nacional;12.147;12.147;167.481,20;167.481;1;1;1;1
2016;F. J. Cines;310;Distribuição Nacional;8.230;0;90.292,23;0;10;0;0;0
2016;Film Connection/Imovision;5587/11868/173;Distribuição Nacional;2;2;23,4;23;1;1;0;0
2016;Filmes da Mostra;1797/29957;Distribuição Nacional;8.232;0;88.537,60;0;8;0;3;0
2016;Flix Media;34385;Distribuição Nacional;24.832;24.832;358.359,07;358.359;1;1;1;1
2016;Fox;256;Distribuição Internacional;30.067.672;227.826;426.992.965,47;3.205.158;29;2;14;1
2016;Fundação Maurício Grabois;22073;Distribuição Nacional;182;182;2.042,26;2.042;1;1;0;0
2016;Fênix Filmes;31931;Distribuição Nacional;131.667;7.897;1.896.752,94;88.388;13;2;13;2
2016;Gatacine;1846;Distribuição Nacional;1.641;1.641;23.196,64;23.197;1;1;1;1
2016;H2O Films;24619/21541;Distribuição Nacional;300.612;65.682;3.896.024,69;881.273;3;2;3;2
2016;Heavy Bunker;14167;Distribuição Nacional;533;533;8.447,55;8.448;1;1;1;1
2016;Imagem;1935;Distribuição Nacional;5.895.255;3.197.486;81.263.187,12;40.889.679;28;8;20;7
2016;Imovision;11868/173;Distribuição Nacional;402.887;49.771;5.946.795,91;594.586;74;6;36;3
2016;Infinito Produções;1206;Distribuição Nacional;5.955;5.955;82.195,08;82.195;1;1;1;1
2016;Inquieta Cinema Cultura e Comunicação;29984;Distribuição Nacional;2.822;2.822;19.675,80;19.676;2;2;2;2
2016;Internacional Produções de Cinema e Vídeo;4758;Distribuição Nacional;36;36;520,64;521;1;1;0;0
2016;Jacqueline Filmes/Livres Filmes;22085/21870;Distribuição Nacional;478;478;6.344,44;6.344;1;1;1;1
2016;Lança Filmes;25115;Distribuição Nacional;4.127;3.252;46.431,78;36.587;7;6;3;3
2016;Lauper;1002;Distribuição Nacional;18;18;282,73;283;1;1;1;1
2016;LC Barreto Filmes;43;Distribuição Nacional;204;204;2.919,50;2.920;1;1;1;1
2016;Livres Filmes;21870;Distribuição Nacional;2.947;2.947;26.093,25;26.093;4;4;3;3
2016;Lotado Filmes;22667;Distribuição Nacional;63;63;437;437;1;1;0;0
2016;Lume Produções Cinematográficas;11990;Distribuição Nacional;762;433;8.526,22;4.604;3;2;2;1
2016;Luz XXI;406;Distribuição Nacional;196;196;2.905,88;2.906;1;1;1;1
2016;Maria da Graça Hughes;34250;Distribuição Nacional;1.660;1.660;22.999,00;22.999;1;1;1;1
2016;Maria Farinha Filmes;18069;Distribuição Nacional;35.194;35.194;234.170,91;234.171;1;1;1;1
2016;Maverick;4518;Distribuição Nacional;1.141;0;16.942,56;0;1;0;1;0
2016;Milocos Entretenimento;21106;Distribuição Nacional;4.811;4.811;49.975,00;49.975;1;1;0;0
2016;Mira Filmes;17344;Distribuição Nacional;241;241;2.042,63;2.043;1;1;1;1
2016;Moro Comunicação;5224;Distribuição Nacional;76;76;597;597;1;1;0;0
2016;Nossa Distribuidora;20772;Distribuição Nacional;459;459;2.504,00;2.504;1;1;0;0
2016;O2 Play;63;Distribuição Nacional;10.660;10.660;140.584,94;140.585;4;4;4;4
2016;Olé Produções;15892;Distribuição Nacional;240;240;3.155,83;3.156;1;1;1;1
2016;Pandora Filmes;12443/333;Distribuição Nacional;237.569;18.020;3.560.833,00;241.157;24;9;14;6
2016;Paramount;169;Distribuição Internacional;6.385.623;0;95.517.233,00;0;16;0;12;0
2016;Paris;11922;Distribuição Nacional;8.372.671;1.297;114.148.242,02;20.568;32;1;26;1
2016;Pipa Produções;5467;Distribuição Nacional;392;392;4.791,27;4.791;1;1;1;1
2016;Pipoca & Filmes/Forte Filmes;31411/12699;Distribuição Nacional;9.541;9.541;133.956,00;133.956;1;1;1;1
2016;Pique-Bandeira Filmes;22312;Distribuição Nacional;473;473;2.936,00;2.936;1;1;1;1
2016;Playarte;443;Distribuição Nacional;471.931;0;6.823.668,00;0;13;0;10;0
2016;Polifilmes;2550;Distribuição Nacional;215;215;1.634,00;1.634;2;2;2;2
2016;Ponto de Equilíbrio;13831;Distribuição Nacional;390;390;2.828,49;2.828;1;1;1;1
2016;Primo Filmes;1880;Distribuição Nacional;312;312;3.913,00;3.913;1;1;1;1
2016;Rafaela Gonçalves;29112;Distribuição Nacional;69.753;69.753;893.822,57;893.823;1;1;1;1
2016;Raiz Distribuidora;11792;Distribuição Nacional;1.471;1.471;14.428,81;14.429;6;6;2;2
2016;Sant'Ana Filmes;16846;Distribuição Nacional;230;230;2.775,64;2.776;1;1;1;1
2016;Sato Company;22000;Distribuição Nacional;14.592;0;200.762,88;0;3;0;3;0
2016;Sony;84;Distribuição Internacional;10.963.716;50.473;158.980.855,35;734.043;35;2;23;1
2016;Supo Mungam Films;28508;Distribuição Nacional;30.223;0;424.727,12;0;17;0;14;0
2016;Telenews;6;Distribuição Nacional;47;47;270;270;1;1;0;0
2016;Tigre Produções Cinematográficas;2234;Distribuição Nacional;16.132;16.132;80.640,50;80.641;1;1;1;1
2016;Trator Filmes;12965;Distribuição Nacional;114;114;1.520,34;1.520;1;1;1;1
2016;Tremè Produções;23364;Distribuição Nacional;517;517;4.836,01;4.836;1;1;0;0
2016;Tucumán;16132;Distribuição Nacional;4.909;3.840;51.584,67;40.145;6;2;1;1
2016;UCI;749;Distribuição Nacional;6.845;0;196.126,00;0;6;0;0;0
2016;Universal;169/84/33787;Distribuição Internacional;15.925.924;0;231.652.938,48;0;33;0;25;0
2016;Universal Music Brasil;16080;Distribuição Nacional;222;0;3.675,00;0;1;0;0;0
2016;Universal/Europa/Elo Company;169/84/33787/2250/5672;Codistribuição Internacional-Nacional;1.240;1.240;11.006,35;11.006;1;1;0;0
2016;Vilacine;18499;Distribuição Nacional;275;275;2.758,00;2.758;1;1;0;0
2016;Vitrine Filmes;16713;Distribuição Nacional;480.876;457.896;6.893.881,11;6.576.738;40;34;15;11
2016;Walper Ruas;1572;Distribuição Nacional;5.197;5.197;66.005,52;66.006;1;1;1;1
2016;Warner;265;Distribuição Internacional;36.387.021;674.447;536.615.467,00;9.220.289;29;2;20;2
2016;Zazen;611;Distribuição Nacional;2.663;2.663;42.132,53;42.133;1;1;1;1
2016;Zeta Filmes;22936;Distribuição Nacional;84.711;0;1.144.271,14;0;17;0;8;0
2016;Águas de Março Filmes;19054;Distribuição Nacional;5.141;5.141;64.085,11;64.085;1;1;1;1
2017;4 Ventos Comunicação;858;Distribuição Nacional;271;271;3.288,15;3.288;1;1;0;0
2017;Accorde Audiovisuais;1403;Distribuição Nacional;93;93;665;665;1;1;1;1
2017;Alex Pires Duarte;34335;Distribuição Nacional;3.870;3.870;52.979,63;52.980;1;1;1;1
2017;Alpha Filmes;5963;Distribuição Nacional;46;0;271,36;0;1;0;0;0
2017;Alpha Filmes/Pandora Filmes;5963/12443/333;Distribuição Nacional;10.568;0;143.516,95;0;3;0;3;0
2017;Alphaville Filmes;6418;Distribuição Nacional;263.375;0;3.676.727,50;0;30;0;20;0
2017;Alphaville Filmes/Alpha Filmes;6418/5963;Distribuição Nacional;9.170;0;116.646,56;0;2;0;2;0
2017;ArtHouse;22808;Distribuição Nacional;10.697;10.697;118.233,09;118.233;4;4;4;4
2017;Bela Filmes;18625;Distribuição Nacional;290;290;1.417,50;1.418;1;1;1;1
2017;Bonfilm;14462;Distribuição Nacional;12.652;0;167.463,75;0;3;0;3;0
2017;Boulevard Filmes;17484;Distribuição Nacional;28;28;247;247;1;1;0;0
2017;Bretz Filmes;19243;Distribuição Nacional;13.210;13.126;230.267,01;229.717;3;2;2;2
2017;Bretz Filmes/Pagu Pictures;19243/38312;Distribuição Nacional;41.314;41.314;685.647,29;685.647;1;1;1;1
2017;Califórnia;532;Distribuição Nacional;934.445;64;15.028.589,19;604;27;1;21;0
2017;Casa de Cinema de Porto Alegre;133;Distribuição Nacional;2.041;2.041;25.791,53;25.792;2;2;2;2
2017;Cavideo Produções;11893;Distribuição Nacional;160;160;2.386,06;2.386;1;1;1;1
2017;Cigano Filmes;21108;Distribuição Nacional;158;158;973,5;974;1;1;0;0
2017;Cineart Filmes;33340;Distribuição Nacional;180.121;0;2.715.673,23;0;11;0;10;0
2017;Cinecolor do Brasil;2631;Distribuição Nacional;45.488;0;757.387,84;0;3;0;1;0
2017;Cinemark Brasil;1843;Distribuição Nacional;6.515;0;135.103,49;0;2;0;0;0
2017;Cinépolis;17266;Distribuição Nacional;874;0;8.381,88;0;1;0;1;0
2017;Com Domínio Filmes;16431;Distribuição Nacional;408;408;6.105,91;6.106;1;1;1;1
2017;Complô;16669;Distribuição Nacional;160;160;1.650,29;1.650;1;1;1;1
2017;Contents 360;27376;Distribuição Nacional;114;0;2.127,64;0;1;0;1;0
2017;Cultura;1125;Distribuição Nacional;784;784;11.842,49;11.842;1;1;1;1
2017;CV&F;7024;Distribuição Nacional;36;36;270;270;1;1;0;0
2017;Daza Filmes;17547;Distribuição Nacional;347;347;4.070,47;4.070;1;1;1;1
2017;Deberton Entretenimento;16822;Distribuição Nacional;283;283;1.830,00;1.830;1;1;1;1
2017;Diamond Films;22724;Distribuição Nacional;2.059.444;40;34.057.108,84;421;19;1;17;0
2017;Dilúvio Filmes;19176;Distribuição Nacional;37;37;210;210;1;1;0;0
2017;Disney;18398;Distribuição Internacional;33.620.937;3.337;519.569.006,00;52.203;17;1;8;1
2017;Documenta Produções;335;Distribuição Nacional;33;33;132;132;1;1;1;1
2017;Downtown/Paris;4904/11922;Distribuição Nacional;13.184.044;13.184.044;181.905.761,31;181.905.761;22;22;19;19
2017;E.H. Produções;461;Distribuição Nacional;55;55;681;681;1;1;0;0
2017;Ebisu Filmes;25254;Distribuição Nacional;83;83;912,96;913;1;1;1;1
2017;Elite Filmes;22364;Distribuição Nacional;1.184;0;14.296,87;0;4;0;2;0
2017;Elo Company;5672;Distribuição Nacional;7.069;7.069;104.310,16;104.310;7;7;6;6
2017;Esfera Produções;18039;Distribuição Nacional;44.151;0;626.597,80;0;7;0;5;0
2017;Espaço dos Satyros;34282;Distribuição Nacional;823;823;12.251,00;12.251;1;1;1;1
2017;Espaço Filmes;1083;Distribuição Nacional;45.369;0;705.740,71;0;5;0;5;0
2017;Europa;2250;Distribuição Nacional;103.590;13.138;1.592.968,83;198.036;6;2;6;2
2017;F. J. Cines;310;Distribuição Nacional;4.635;0;43.095,00;0;9;0;0;0
2017;Film Connection;5587;Distribuição Nacional;42.128;42.128;586.066,45;586.066;2;2;2;2
2017;Filmes da Mostra;1797/29957;Distribuição Nacional;2.783;0;25.938,05;0;7;0;2;0
2017;Filmes de Vagabundo;26306;Distribuição Nacional;235;235;2.120,00;2.120;1;1;1;1
2017;Flix Media;34385;Distribuição Nacional;22.081;0;490.751,18;0;2;0;1;0
2017;Fox;256;Distribuição Internacional;19.433.963;324.996;293.282.865,54;4.447.116;24;2;17;2
2017;Fênix Filmes;31931;Distribuição Nacional;72.999;0;1.118.675,31;0;11;0;6;0
2017;Gávea Filmes e Produções/Pipoca & Filmes;7128/31411;Distribuição Nacional;1.638;1.638;19.889,08;19.889;1;1;1;1
2017;H2O Films;24619/21541;Distribuição Nacional;811.942;657.860;11.384.264,14;9.002.897;9;3;8;3
2017;H2O Films/Sony;24619/21541/84;Codistribuição Internacional-Nacional;58.453;58.453;938.543,45;938.543;1;1;1;1
2017;H2O Films/Universal;24619/21541/169/84/33787;Codistribuição Internacional-Nacional;401.960;401.960;5.594.424,97;5.594.425;1;1;1;1
2017;Imagem;1935;Distribuição Nacional;2.176.320;809.445;32.940.421,23;11.268.587;26;10;20;8
2017;Imagem-Tempo;1762;Distribuição Nacional;3.532;3.532;47.218,51;47.219;1;1;1;1
2017;Imovision;11868/173;Distribuição Nacional;742.357;228.240;11.573.060,64;3.810.696;59;5;33;3
2017;Indiana Produções Cinematográficas;2802;Distribuição Nacional;91;91;1.469,42;1.469;1;1;1;1
2017;Inquieta Cinema Cultura e Comunicação;29984;Distribuição Nacional;1.062;1.062;9.401,35;9.401;2;2;2;2
2017;Inquietude;26781;Distribuição Nacional;2.237;2.237;23.846,70;23.847;1;1;1;1
2017;Josias Teófilo;33437;Distribuição Nacional;14.840;14.840;272.691,71;272.692;1;1;1;1
2017;Lança Filmes;25115;Distribuição Nacional;5.195;530;70.359,91;5.266;8;6;3;2
2017;Livres Filmes;21870;Distribuição Nacional;3.451;3.451;41.116,83;41.117;6;6;6;6
2017;Lume Produções Cinematográficas;11990;Distribuição Nacional;6.742;6.742;68.393,95;68.394;2;2;2;2
2017;LumoLab;33148;Distribuição Nacional;193;193;3.370,00;3.370;1;1;1;1
2017;Marcelo Machado;13558;Distribuição Nacional;810;810;9.235,02;9.235;1;1;1;1
2017;Maria da Graça Hughes;34250;Distribuição Nacional;1.389;1.389;17.148,00;17.148;1;1;0;0
2017;Maria Farinha Filmes;18069;Distribuição Nacional;2.861;2.827;34.989,42;34.809;2;1;1;1
2017;Modo Operante Produções;2719;Distribuição Nacional;522;522;7.020,45;7.020;2;2;2;2
2017;Moro Comunicação;5224;Distribuição Nacional;2.180;2.180;23.575,07;23.575;1;1;1;1
2017;Mosquito Project;6346;Distribuição Nacional;43;43;1.137,50;1.138;1;1;1;1
2017;O2 Play;63;Distribuição Nacional;11.224;11.224;148.988,39;148.988;7;7;5;5
2017;Okna Produções;11871;Distribuição Nacional;496;0;5.858,70;0;1;0;1;0
2017;Olhar Distribuição;37242;Distribuição Nacional;2.813;2.813;25.442,08;25.442;2;2;2;2
2017;Olé Produções;15892;Distribuição Nacional;530;530;8.580,10;8.580;1;1;1;1
2017;Osmose Filmes;23336;Distribuição Nacional;390;390;4.453,70;4.454;1;1;1;1
2017;Ouidah Films;28781;Distribuição Nacional;488;488;6.554,13;6.554;1;1;1;1
2017;Panda Filmes;941;Distribuição Nacional;16.408;16.408;240.713,27;240.713;1;1;1;1
2017;Pandora Filmes;12443/333;Distribuição Nacional;131.467;3.593;1.849.628,32;44.393;22;7;15;5
2017;Paramount;169;Distribuição Internacional;9.165.202;0;136.547.949,00;0;18;0;12;0
2017;Paris;11922;Distribuição Nacional;15.520.326;144;223.162.050,44;2.669;42;2;30;1
2017;Paris/O2 Play;11922/63;Distribuição Nacional;6.280;6.280;77.573,34;77.573;1;1;1;1
2017;Pindorama Filmes;813;Distribuição Nacional;120;120;2.260,15;2.260;1;1;1;1
2017;Pipa Produções;5467;Distribuição Nacional;76;76;850,8;851;1;1;1;1
2017;Pipoca & Filmes/Forte Filmes;31411/12699;Distribuição Nacional;845;845;11.623,73;11.624;1;1;0;0
2017;Pique-Bandeira Filmes;22312;Distribuição Nacional;602;602;3.760,03;3.760;1;1;1;1
2017;Playarte;443;Distribuição Nacional;472.066;0;6.717.836,38;0;6;0;5;0
2017;Polifilmes;2550;Distribuição Nacional;40;40;206;206;2;2;0;0
2017;Polifilmes/Spcine;2550/32360;Distribuição Nacional;188;188;2.225,58;2.226;2;2;2;2
2017;Ponto de Equilíbrio;13831;Distribuição Nacional;7;7;63;63;1;1;1;1
2017;RioFilme;105;Distribuição Nacional;3.964;3.964;44.269,51;44.270;1;1;1;1
2017;RT Features;15543;Distribuição Nacional;451;0;6.700,20;0;1;0;1;0
2017;Santa Luzia Filmes;13269;Distribuição Nacional;461;461;5.858,28;5.858;1;1;1;1
2017;Sant'Ana Filmes;16846;Distribuição Nacional;89;89;986,12;986;1;1;0;0
2017;Sato Company;22000;Distribuição Nacional;94;0;940;0;1;0;0;0
2017;Sequência Produções Artisticas;1044;Distribuição Nacional;342;342;4.265,39;4.265;1;1;1;1
2017;Sereia Filmes;13753;Distribuição Nacional;4.207;4.207;39.101,34;39.101;1;1;1;1
2017;Sony;84;Distribuição Internacional;16.525.344;87.730;254.080.500,33;1.517.161;31;2;19;1
2017;Supo Mungam Films;28508;Distribuição Nacional;83.070;0;1.262.818,09;0;13;0;9;0
2017;Taus Audiovisuais;931;Distribuição Nacional;22;22;220,35;220;1;1;1;1
2017;TB Produções;639;Distribuição Nacional;746;746;11.272,72;11.273;1;1;1;1
2017;Tucumán;16132;Distribuição Nacional;16.116;16.068;221.765,47;221.354;7;5;4;4
2017;TV Meio Ambiente;20873;Distribuição Nacional;912;912;14.606,10;14.606;1;1;1;1
2017;UCI;749;Distribuição Nacional;9.900;0;239.902,00;0;5;0;1;0
2017;UMES;15603;Distribuição Nacional;110;0;1.666,00;0;1;0;1;0
2017;Universal;169/84/33787;Distribuição Internacional;33.443.010;0;493.840.490,50;0;20;0;15;0
2017;Videofilmes;276;Distribuição Nacional;15.958;15.958;236.324,04;236.324;1;1;1;1
2017;Vilacine;18499;Distribuição Nacional;2.007;0;21.494,96;0;1;0;1;0
2017;Vitrine Filmes;16713;Distribuição Nacional;545.901;535.647;7.119.275,76;6.972.499;61;57;27;26
2017;Warner;265;Distribuição Internacional;30.726.837;768.324;469.321.991,00;11.008.553;25;3;17;2
2017;Zahir Company;34269;Distribuição Nacional;32.053;32.053;451.907,65;451.908;1;1;1;1
2017;Zeta Filmes;22936;Distribuição Nacional;64.217;0;800.876,03;0;31;0;10;0
2017;Águas de Março Filmes;19054;Distribuição Nacional;49;49;265;265;1;1;0;0
2018;A2 Filmes;34811;Distribuição Nacional;22.028;0;324.281,00;0;2;0;2;0
2018;Accorde Audiovisuais;1403;Distribuição Nacional;150;150;990;990;2;2;2;2
2018;Alex Pires Duarte;34335;Distribuição Nacional;947;947;10.500,00;10.500;1;1;0;0
2018;Alpha Filmes;5963;Distribuição Nacional;43.627;0;644.304,00;0;2;0;2;0
2018;Alphaville Filmes;6418;Distribuição Nacional;5.454;0;64.905,00;0;13;0;0;0
2018;Alphaville Filmes/Alpha Filmes;6418/5963;Distribuição Nacional;30;0;388;0;1;0;0;0
2018;Anagrama Filmes;38807;Distribuição Nacional;343.770;0;4.984.386,00;0;1;0;1;0
2018;Arco Audiovisual;36329;Distribuição Nacional;10.523;10.523;120.842,00;120.842;1;1;1;1
2018;Arcoplex;24035;Distribuição Nacional;1.970;0;28.933,00;0;1;0;1;0
2018;ArtHouse;22808;Distribuição Nacional;14.534;14.534;197.539,00;197.539;7;7;5;5
2018;Bang Filmes;1126;Distribuição Nacional;1.037;1.037;7.242,00;7.242;1;1;1;1
2018;Bela Filmes;18625;Distribuição Nacional;1.251;1.251;11.961,00;11.961;1;1;1;1
2018;Bizum;1013;Distribuição Nacional;154;154;847;847;2;2;2;2
2018;Bond's Filmes;28525;Distribuição Nacional;167;167;2.305,00;2.305;1;1;1;1
2018;Bonfilm;14462;Distribuição Nacional;21.131;0;308.114,00;0;7;0;5;0
2018;Boulevard Filmes;17484;Distribuição Nacional;5.488;5.488;61.075,00;61.075;3;3;3;3
2018;Boutique Filmes;22631;Distribuição Nacional;359;359;5.592,00;5.592;1;1;1;1
2018;Brasil 1500;299;Distribuição Nacional;2.826;2.826;40.660,00;40.660;2;2;1;1
2018;Bretz Filmes;19243;Distribuição Nacional;3.351;3.351;45.420,00;45.420;3;3;2;2
2018;Bretz Filmes/Pagu Pictures;19243/38312;Distribuição Nacional;3.302;3.302;50.893,00;50.893;2;2;1;1
2018;Caliban;854;Distribuição Nacional;4.720;4.720;65.100,00;65.100;1;1;1;1
2018;Califórnia;532;Distribuição Nacional;639.031;8.517;10.360.140,00;121.650;21;1;18;1
2018;Califórnia/Diamond Films;532/22724;Distribuição Nacional;3.651;0;58.110,00;0;1;0;1;0
2018;Califórnia/Taturana;532/38699;Distribuição Nacional;65;65;779;779;1;1;1;1
2018;Cavideo Produções;11893;Distribuição Nacional;551;551;8.674,00;8.674;3;3;3;3
2018;Cineart Filmes;33340;Distribuição Nacional;130.719;0;1.943.141,00;0;11;0;7;0
2018;Cinecolor do Brasil;2631;Distribuição Nacional;2.493;0;53.324,00;0;1;0;1;0
2018;Cinemark Brasil;1843;Distribuição Nacional;112.174;0;1.796.451,00;0;1;0;1;0
2018;Com Domínio Filmes;16431;Distribuição Nacional;332;332;4.991,00;4.991;1;1;1;1
2018;Complô;16669;Distribuição Nacional;25;25;160;160;1;1;0;0
2018;Copa Filmes;16573;Distribuição Nacional;322;322;4.202,00;4.202;1;1;1;1
2018;Dada' N Zen Produções;25356;Distribuição Nacional;489;489;7.435,00;7.435;1;1;1;1
2018;Descoloniza Filmes;15977;Distribuição Nacional;4.231;1.765;60.113,00;26.517;4;2;4;2
2018;Diamond Films;22724;Distribuição Nacional;1.452.865;0;23.680.851,00;0;28;0;24;0
2018;Disney;18398;Distribuição Internacional;39.826.492;0;632.651.421,00;0;26;0;10;0
2018;DM Filmes;5816;Distribuição Nacional;220;220;2.707,00;2.707;1;1;1;1
2018;Downtown;4904;Distribuição Nacional;287.947;287.947;4.112.379,00;4.112.379;2;2;2;2
2018;Downtown/Paris;4904/11922;Distribuição Nacional;20.987.198;20.987.198;244.228.768,00;244.228.768;16;16;12;12
2018;Elo Company;5672;Distribuição Nacional;36.355;36.355;384.407,00;384.407;16;16;16;16
2018;Embaúba Filmes;23638;Distribuição Nacional;147;147;1.100,00;1.100;1;1;1;1
2018;Embaúba Filmes/Pique-Bandeira Filmes;23638/22312;Distribuição Nacional;11.749;11.749;157.981,00;157.981;1;1;1;1
2018;Engady Cine Vídeo;2935;Distribuição Nacional;340;340;4.323,00;4.323;1;1;1;1
2018;Erika Fromm;17028;Distribuição Nacional;1.406;0;24.854,00;0;1;0;1;0
2018;Esfera Produções;18039;Distribuição Nacional;8.701;0;133.649,00;0;5;0;3;0
2018;Espaço dos Satyros;34282;Distribuição Nacional;1.718;1.718;21.637,00;21.637;1;1;0;0
2018;Espaço Filmes;1083;Distribuição Nacional;17.712;8.563;301.306,00;142.753;7;4;6;4
2018;Espiral;22820;Distribuição Nacional;205;205;2.661,00;2.661;1;1;1;1
2018;Estação Luz Filmes;1591;Distribuição Nacional;9.541;9.541;141.001,00;141.001;1;1;1;1
2018;Europa;2250;Distribuição Nacional;54.985;1.019;806.819,00;13.074;4;3;1;1
2018;F. J. Cines;310;Distribuição Nacional;5.006;0;58.256,00;0;10;0;4;0
2018;Filmes da Mostra;1797/29957;Distribuição Nacional;238;0;2.499,00;0;7;0;0;0
2018;Fox;256;Distribuição Internacional;16.206.485;292.828;252.147.888,00;4.183.092;23;2;16;1
2018;Fênix Filmes;31931;Distribuição Nacional;37.192;0;519.571,00;0;6;0;4;0
2018;Fênix Filmes/Tucumán;31931/16132;Distribuição Nacional;10.001;5.526;157.466,00;86.119;2;1;2;1
2018;Griot Produções;22370;Distribuição Nacional;45;45;640;640;2;2;2;2
2018;Gullane Entretenimento;848;Distribuição Nacional;9.133;9.133;130.030,00;130.030;1;1;1;1
2018;H2O Films;24619/21541;Distribuição Nacional;67.127;62.439;1.067.057,00;999.412;4;3;4;3
2018;Imagem;1935;Distribuição Nacional;2.107.130;628.351;30.805.629,00;9.197.686;20;6;15;6
2018;Imagem/Califórnia;1935/532;Distribuição Nacional;1.184.514;0;17.863.152,00;0;6;0;6;0
2018;Imovision;11868/173;Distribuição Nacional;503.675;66.264;8.029.431,00;1.025.772;59;9;38;7
2018;Inquieta Cinema Cultura e Comunicação;29984;Distribuição Nacional;2.265;2.265;19.699,00;19.699;4;4;3;3
2018;Interagir Cultural;39351;Distribuição Nacional;1.207;1.207;10.797,00;10.797;1;1;1;1
2018;It Filmes;15829;Distribuição Nacional;2.836;2.836;43.868,00;43.868;1;1;1;1
2018;Ivin Films;37407;Distribuição Nacional;3.749;3.749;86.109,00;86.109;1;1;1;1
2018;Kinopus;4021;Distribuição Nacional;1.067;1.067;10.261,00;10.261;1;1;1;1
2018;Lança Filmes;25115;Distribuição Nacional;69.336;8.491;739.728,00;106.773;6;3;4;1
2018;Latinamerica Entretenimento Internacional;15368;Distribuição Nacional;750;750;9.401,00;9.401;4;4;4;4
2018;Lira Filmes;28406;Distribuição Nacional;2.286;2.286;31.830,00;31.830;1;1;1;1
2018;Livres Filmes;21870;Distribuição Nacional;3.964;3.964;48.333,00;48.333;3;3;2;2
2018;Lume Produções Cinematográficas;11990;Distribuição Nacional;66;66;450;450;1;1;0;0
2018;Mac Comunicação;281;Distribuição Nacional;689;689;7.506,00;7.506;1;1;1;1
2018;Mares Filmes/A2 Filmes;3752/34811;Distribuição Nacional;149.082;0;2.363.946,00;0;7;0;7;0
2018;Mercúrio Produções;1436;Distribuição Nacional;5.121;5.121;69.773,00;69.773;1;1;1;1
2018;Mira Filmes;17344;Distribuição Nacional;199;199;769;769;1;1;1;1
2018;Miração Filmes;1860;Distribuição Nacional;375;375;4.298,00;4.298;1;1;1;1
2018;Modo Operante Produções;2719;Distribuição Nacional;22;22;233;233;1;1;0;0
2018;Moro Comunicação;5224;Distribuição Nacional;1.343;42;14.797,00;327;2;1;1;0
2018;Muk Produções/Enkapothado;19985/6550;Distribuição Nacional;573;573;10.049,00;10.049;1;1;1;1
2018;Máquina Filmes;1191;Distribuição Nacional;2.538;2.538;24.710,00;24.710;1;1;1;1
