Listagem de Filmes Brasileiros e Estrangeiros Exibidos - 2009 a 2019;;;;;;;;;;
;;;;;;;;;;
Ano de exibição;Título da obra;CPB/ROE;Gênero;País(es) produtor(es) da obra;Nacionalidade da obra;Data de lançamento;Empresa distribuidora;Origem da empresa distribuidora;Público no ano de exibição;Renda (R$) no ano de exibição
2019;Com Amor, Simon;E1800011100000;Ficção;Estados Unidos;Estrangeira;05/04/2018;Fox;Distribuição Internacional;273;2.923,00
2019;Como Treinar O Seu Dragão 3;E1800532200000;Animação;Estados Unidos;Estrangeira;17/01/2019;Universal;Distribuição Internacional;3.940.204;58.484.475,00
2019;Como Treinar Seu Dragão 2;E1500734400000;Animação;Estados Unidos;Estrangeira;19/06/2014;Disney;Distribuição Internacional;509;5.202,00
2019;Compra-Me Um Revólver;E1900165500000;Ficção;México;Estrangeira;30/05/2019;Pandora Filmes;Distribuição Nacional;2.178;33.813,00
2019;Conquistar, Amar E Viver Intensamente;E1800494800000;Ficção;França;Estrangeira;20/12/2018;Imovision;Distribuição Nacional;4.132;53.723,00
2019;Coringa;E1900357300000;Ficção;Canadá, Estados Unidos;Estrangeira;03/10/2019;Warner;Distribuição Internacional;9.746.101;156.781.766,00
2019;Creed Ii;E1800555200000;Ficção;Estados Unidos;Estrangeira;24/01/2019;Warner;Distribuição Internacional;675.952;10.549.383,00
2019;Crime Sem Saída;E1900482200000;Ficção;Estados Unidos;Estrangeira;12/12/2019;Galeria Distribuidora;Distribuição Nacional;231.238;3.386.306,00
2019;Crimes Obscuros;E1800550300000;Ficção;Estados Unidos, Polônia, Reino Unido;Estrangeira;28/02/2019;Cinecolor Do Brasil;Distribuição Nacional;22.378;344.513,00
2019;Crítico;B0800963900000;Documentário;Brasil;Brasileira;23/09/2011;Vitrine Filmes;Distribuição Nacional;86;555
2019;Cubatão - A Volta Do Guará Vermelho;B1101420000000;Documentário;Brasil;Brasileira;10/02/2012;Raiz Distribuidora;Distribuição Nacional;143;715
2019;Culpa;E1800413200000;Ficção;Dinamarca;Estrangeira;27/12/2018;Califórnia;Distribuição Nacional;35.358;581.136,00
2019;Cyrano - Mon Amour;E1900233400000;Ficção;Bélgica, França;Estrangeira;27/06/2019;A2 Filmes;Distribuição Nacional;12.334;180.515,00
2019;Cópias - De Volta À Vida;E1900025500000;Ficção;Estados Unidos;Estrangeira;18/04/2019;Paris;Distribuição Nacional;35.467;598.598,00
2019;D.P.A. - Detetives do Prédio Azul;B1700328500000;Ficção;Brasil;Brasileira;20/07/2017;Downtown/Paris;Distribuição Nacional;14;152
2019;Dafne;E1900287400000;Ficção;Itália;Estrangeira;19/09/2019;Pagu Pictures;Distribuição Nacional;3.244;48.459,00
2019;De Peito Aberto;B1900179600000;Documentário;Brasil;Brasileira;03/10/2019;Pagu Pictures;Distribuição Nacional;1.113;17.936,00
2019;De Pernas Pro Ar 3;B1900104200000;Ficção;Brasil;Brasileira;11/04/2019;Downtown/Paris;Distribuição Nacional;1.838.298;28.463.297,00
2019;De Repente Uma Família;E1800436500000;Ficção;Estados Unidos;Estrangeira;29/11/2018;Paramount;Distribuição Internacional;499;9.654,00
2019;Deadpool 2;E1800015400000;Ficção;Estados Unidos;Estrangeira;17/05/2018;Fox;Distribuição Internacional;111;1.948,00
2019;Depois Da Tempestade;E1600654500000;Ficção;Japão;Estrangeira;17/11/2016;Imovision;Distribuição Nacional;42;280
2019;Depois Do Casamento;E1900297600000;Ficção;Estados Unidos;Estrangeira;19/09/2019;Diamond Films;Distribuição Nacional;36.710;829.117,00
2019;Depois Do Fim;B1800135100000;Documentário;Brasil;Brasileira;20/06/2019;Lança Filmes;Distribuição Nacional;584;6.202,00
2019;Desafio De Um Campeão;E1900383600000;Ficção;Itália;Estrangeira;17/10/2019;Arteplex;Distribuição Nacional;1.965;34.225,00
2019;Deslembro;B1800411600000;Ficção;Brasil;Brasileira;20/06/2019;Imovision;Distribuição Nacional;16.500;250.186,00
2019;Detetives do Prédio Azul 2 - O Mistério Italiano;B1800561400000;Ficção;Brasil;Brasileira;20/12/2018;Paris;Distribuição Nacional;442.552;5.690.622,00
2019;Deus Não Esta Morto: Uma Luz Na Escuridão;E1700623100000;Ficção;Estados Unidos;Estrangeira;30/08/2018;Califórnia;Distribuição Nacional;216;1.572,00
2019;Deus É Mulher E Seu Nome É Petúnia;E1900577000000;Ficção;Bélgica, Croácia (Hrvatska), Eslovênia, França, Macedônia (República Yugoslava);Estrangeira;26/12/2019;Pandora Filmes;Distribuição Nacional;ND;ND
2019;Diamantino;B1800445100000;Ficção;Brasil, França, Portugal;Brasileira;20/12/2018;Vitrine Filmes;Distribuição Nacional;1.630;19.725,00
2019;Diante Dos Meus Olhos;B1700490400000;Documentário;Brasil;Brasileira;05/12/2019;Pique-Bandeira Filmes;Distribuição Nacional;157;1.379,00
2019;Dias Vazios;B1700596400000;Ficção;Brasil;Brasileira;30/05/2019;Olhar Distribuição;Distribuição Nacional;1.456;16.511,00
2019;Divaldo – O Mensageiro Da Paz;B1900386800000;Ficção;Brasil;Brasileira;12/09/2019;Disney;Distribuição Internacional;430.704;6.807.617,00
2019;Divinas Divas;B1600653900000;Documentário;Brasil;Brasileira;22/06/2017;Vitrine Filmes;Distribuição Nacional;1;15
2019;Divino Amor;B1900232700000;Ficção;Brasil, Dinamarca, Noruega, Uruguai;Brasileira;27/06/2019;Vitrine Filmes;Distribuição Nacional;35.730;445.821,00
2019;Diz A Ela Que Me Viu Chorar;B1900357900000;Documentário;Brasil;Brasileira;14/11/2019;Vitrine Filmes;Distribuição Nacional;1.952;14.054,00
2019;Diários De Classe;B1800504800000;Documentário;Brasil;Brasileira;07/03/2019;Elo Company;Distribuição Nacional;1.907;16.559,00
2019;Djon África;B1800422100000;Ficção;Brasil, Cabo Verde, Portugal;Brasileira;11/10/2018;Vitrine Filmes;Distribuição Nacional;52;156
2019;Dogman;E1900046100000;Ficção;França, Itália;Estrangeira;21/02/2019;Arteplex;Distribuição Nacional;5.277;88.823,00
2019;Dois Papas;E1900568900000;Ficção;Argentina, Estados Unidos, Itália, Reino Unido;Estrangeira;05/12/2019;O2 Play;Distribuição Nacional;17.767;295.113,00
2019;Domingo;B1800502000000;Ficção;Brasil, França;Brasileira;03/10/2019;Arthouse;Distribuição Nacional;2.666;33.405,00
2019;Dor E Glória;E1900161900000;Ficção;Espanha;Estrangeira;13/06/2019;Universal;Distribuição Internacional;219.945;4.159.543,00
2019;Dora E A Cidade Perdida;E1900339600000;Ficção;Austrália, Estados Unidos;Estrangeira;14/11/2019;Paramount;Distribuição Internacional;594.019;8.909.795,00
2019;Doutor Sono;E1900463600000;Ficção;Estados Unidos;Estrangeira;07/11/2019;Warner;Distribuição Internacional;301.443;4.900.013,00
2019;Downtown Abbey;E1900436700000;Ficção;Reino Unido;Estrangeira;24/10/2019;Universal;Distribuição Internacional;107.645;2.469.095,00
2019;Dragon Ball Super: Broly;E1800463100000;Animação;Japão;Estrangeira;03/01/2019;Fox;Distribuição Internacional;1.293.065;18.119.055,00
2019;Duas Coroas, A História De São Maximiliano Kolbe;E1900267600000;Documentário;Polônia;Estrangeira;28/11/2019;A2 Filmes;Distribuição Nacional;ND;ND
2019;Duas Rainhas;E1800537700000;Ficção;Reino Unido;Estrangeira;04/04/2019;Universal;Distribuição Internacional;81.549;1.778.642,00
2019;Duda E Os Gnomos;E1700517500000;Animação;Estados Unidos;Estrangeira;01/03/2018;Imagem;Distribuição Nacional;297;2.508,00
2019;Dumbo;E1900056900000;Ficção;Estados Unidos;Estrangeira;28/03/2019;Disney;Distribuição Internacional;1.849.624;29.682.018,00
2019;El Hombre Que Cuida;B1800115900000;Ficção;Brasil, Porto Rico, República Dominicana;Brasileira;03/10/2019;Esfera Produções;Distribuição Nacional;491;6.906,00
2019;Ela Disse, Ele Disse;B1900442300000;Ficção;Brasil;Brasileira;03/10/2019;Imagem;Distribuição Nacional;244.984;3.457.573,00
2019;Elegia De Um Crime;B1800421800000;Documentário;Brasil;Brasileira;14/03/2019;Vitrine Filmes;Distribuição Nacional;866;7.323,00
2019;Eleições;B1800547000000;Documentário;Brasil;Brasileira;14/03/2019;Olhar Distribuição;Distribuição Nacional;2.675;22.088,00
2019;Elton John - Becoming Rocketman;E1900320900000;Documentário;Reino Unido;Estrangeira;30/05/2019;Paramount;Distribuição Internacional;ND;ND
2019;Em Chamas;E1800480500000;Ficção;Coréia do Sul;Estrangeira;15/11/2018;Pandora Filmes;Distribuição Nacional;3.012;41.422,00
2019;Em Trânsito;E1900046900000;Ficção;Alemanha, França;Estrangeira;11/04/2019;Supo Mungam Films;Distribuição Nacional;774;10.802,00
2019;Emma E As Cores Da Vida;E1800576300000;Ficção;França, Itália, Suíça;Estrangeira;22/12/2018;Espaço Filmes;Distribuição Nacional;8.807;137.958,00
2019;Encantado;E1800452800000;Animação;Canadá, Estados Unidos;Estrangeira;06/12/2018;Imagem;Distribuição Nacional;785;7.276,00
2019;Encontro De Casais;E1600468800000;Ficção;Estados Unidos;Estrangeira;25/12/2009;Universal;Distribuição Internacional;52;1.874,00
2019;Encontros;E1900410800000;Ficção;França;Estrangeira;03/10/2019;Imovision;Distribuição Nacional;25.535;444.556,00
2019;Entardecer;E1900085700000;Ficção;França, Hungria;Estrangeira;02/05/2019;Califórnia;Distribuição Nacional;16.598;291.788,00
2019;Entre Facas E Segredos;E1900395500000;Ficção;Estados Unidos;Estrangeira;12/12/2019;Paris;Distribuição Nacional;470.691;8.330.101,00
2019;Entre Tempos;E1800490700000;Ficção;Itália;Estrangeira;22/08/2019;Cineart Filmes;Distribuição Nacional;5.697;92.075,00
2019;Entrevista Com Deus;E1800390100000;Ficção;Estados Unidos;Estrangeira;15/11/2018;Imagem;Distribuição Nacional;127;1.485,00
2019;Era O Hotel Cambridge;B1600690600000;Ficção;Brasil, Espanha, França;Brasileira;16/03/2017;Vitrine Filmes;Distribuição Nacional;52;270
2019;Era Uma Vez Em Hollywood;E1900127300000;Ficção;Estados Unidos;Estrangeira;15/08/2019;Sony;Distribuição Internacional;737.582;14.332.441,00
2019;Era Uma Vez Um Deadpool;E1800537900000;Ficção;Estados Unidos;Estrangeira;27/12/2018;Fox;Distribuição Internacional;10.076;138.360,00
2019;Escape Room;E1800535500000;Ficção;Estados Unidos;Estrangeira;07/02/2019;Sony;Distribuição Internacional;528.354;7.948.397,00
2019;Espero Tua (Re)Volta;B1900350700000;Documentário;Brasil;Brasileira;15/08/2019;Taturana;Distribuição Nacional;2.834;19.738,00
2019;Espírito Jovem;E1900202500000;Ficção;Estados Unidos, Reino Unido;Estrangeira;20/06/2019;Diamond Films;Distribuição Nacional;1.284;19.321,00
2019;Estaremos Sempre Juntos;E1900510500000;Ficção;Bélgica, França;Estrangeira;14/11/2019;Imovision;Distribuição Nacional;8.148;139.909,00
2019;Estação Do Diabo;E1900021500000;Ficção;Filipinas;Estrangeira;31/01/2019;Zeta Filmes;Distribuição Nacional;253;2.934,00
2019;Estou Me Guardando Para Quando O Carnaval Chegar;B1900093600000;Documentário;Brasil;Brasileira;11/07/2019;Vitrine Filmes;Distribuição Nacional;10.561;82.168,00
2019;Eu Acredito;E1900148600000;Ficção;Estados Unidos;Estrangeira;06/06/2019;Imagem;Distribuição Nacional;24.433;346.306,00
2019;Eu Não Sou Uma Bruxa;E1800581700000;Ficção;França, Reino Unido, Zâmbia;Estrangeira;13/06/2019;Imovision;Distribuição Nacional;3.996;58.320,00
2019;Eu Sinto Muito;B1900448700000;Ficção;Brasil;Brasileira;10/10/2019;Elo Company;Distribuição Nacional;2.860;27.359,00
2019;Eu Sou Brasileiro;B1900233000000;Ficção;Brasil;Brasileira;15/08/2019;Elo Company;Distribuição Nacional;1.512;14.194,00
2019;Eu Sou Mais Eu;B1900019000000;Ficção;Brasil;Brasileira;24/01/2019;Imagem;Distribuição Nacional;126.718;1.704.761,00
2019;Eu Só Posso Imaginar;E1800019200000;Ficção;Estados Unidos;Estrangeira;31/05/2018;Paris;Distribuição Nacional;120;874
2019;Euforia;E1900442200000;Ficção;Itália;Estrangeira;17/10/2019;Espaço Filmes;Distribuição Nacional;2.018;34.427,00
2019;Excelentíssimos;B1800462300000;Documentário;Brasil;Brasileira;22/12/2018;Vitrine Filmes;Distribuição Nacional;261;1.165,00
2019;Extraordinário;E1700451500000;Ficção;Estados Unidos;Estrangeira;07/12/2017;Paris;Distribuição Nacional;4.849;34.901,00
2019;Feliz Aniversário;E1900546200000;Ficção;Bélgica, França;Estrangeira;05/12/2019;Imovision;Distribuição Nacional;8.748;156.351,00
2019;Fernando;B1800234700000;Documentário;Brasil;Brasileira;28/11/2019;Olhar Distribuição;Distribuição Nacional;281;3.857,00
2019;Ferrugem;B1800056700000;Ficção;Brasil;Brasileira;30/08/2018;Olhar Distribuição;Distribuição Nacional;72;435
2019;Fevereiros;B1700598000000;Documentário;Brasil;Brasileira;31/01/2019;Arthouse;Distribuição Nacional;18.198;237.905,00
2019;Filhas Do Sol;E1900122700000;Ficção;Bélgica, França, Geórgia, Suíça;Estrangeira;26/09/2019;Califórnia;Distribuição Nacional;2.456;38.144,00
2019;Filhos Do Pai Eterno;B1900612000000;Documentário;Brasil;Brasileira;19/12/2019;Imagem;Distribuição Nacional;16;278
2019;Filme Paisagem - Um Olhar Sobre Roberto Burle Marx;B1800044200000;Documentário;Brasil;Brasileira;15/11/2018;Elo Company;Distribuição Nacional;345;5.607,00
2019;Finalmente Livres;E1900433300000;Ficção;França;Estrangeira;12/12/2019;Califórnia;Distribuição Nacional;1.417;24.128,00
2019;Fogo Contra Fogo - A História De Solomon Mahlangu;E1900368700000;Ficção;África do Sul;Estrangeira;21/11/2019;Elite Filmes;Distribuição Nacional;120;1.225,00
2019;Fora De Série;E1900223900000;Ficção;Estados Unidos;Estrangeira;13/06/2019;Imagem;Distribuição Nacional;9.695;141.663,00
2019;Ford Vs Ferrari;E1900252200000;Ficção;Estados Unidos;Estrangeira;14/11/2019;Disney;Distribuição Internacional;289.247;5.865.540,00
2019;Foro Íntimo;B1700541700000;Ficção;Brasil;Brasileira;26/09/2019;Embaúba Filmes;Distribuição Nacional;559;7.178,00
2019;Fourteen;E1900336700000;Ficção;Estados Unidos;Estrangeira;15/08/2019;Zeta Filmes;Distribuição Nacional;871;12.083,00
2019;Frans Krajcberg: Manifesto;B1800335300000;Documentário;Brasil;Brasileira;10/10/2019;Lauper;Distribuição Nacional;1.715;17.690,00
2019;Galaxias;B1402255700000;Documentário;Brasil;Brasileira;01/08/2019;Gávea Filmes e Produções;Distribuição Nacional;47;288
2019;Gloria Bell;E1900059700000;Ficção;Estados Unidos;Estrangeira;28/03/2019;Sony;Distribuição Internacional;30.889;569.879,00
2019;Godzilla Ii – Rei Dos Monstros;E1900062600000;Ficção;Estados Unidos;Estrangeira;30/05/2019;Warner;Distribuição Internacional;531.661;8.406.747,00
2019;Graças A Deus;E1900122800000;Ficção;Bélgica, França;Estrangeira;20/06/2019;Califórnia;Distribuição Nacional;7.011;119.907,00
2019;Green Book - O Guia;E1800532100000;Ficção;Estados Unidos;Estrangeira;24/01/2019;Diamond Films;Distribuição Nacional;620.789;12.754.466,00
2019;Greta;B1900172900000;Ficção;Brasil;Brasileira;10/10/2019;Pandora Filmes;Distribuição Nacional;7.927;100.614,00
2019;Gritos e Sussurros;E1600273100000;Ficção;Suécia;Estrangeira;Relançamento;F. J. Cines;Distribuição Nacional;105;1.024,00
2019;Guardiões Da Galáxia Vol. 2;E1700019900000;Ficção;Estados Unidos;Estrangeira;27/04/2017;Disney;Distribuição Internacional;16;160
2019;Guaxuma;E1800607300000;Documentário;Brasil, França;Estrangeira;31/01/2019;Espaço Filmes;Distribuição Nacional;263;2.981,00
2019;Guerra Fria;E1800301900000;Ficção;França, Polônia, Reino Unido;Estrangeira;07/02/2019;Califórnia;Distribuição Nacional;48.652;778.664,00
2019;Happy Hour;B1700571300000;Ficção;Argentina, Brasil;Brasileira;28/03/2019;Imovision;Distribuição Nacional;3.049;47.688,00
2019;Hebe - A Estrela Do Brasil;B1900398400000;Ficção;Brasil;Brasileira;26/09/2019;Warner;Distribuição Internacional;117.058;1.986.774,00
2019;Hellboy;E1900033700000;Ficção;Estados Unidos;Estrangeira;23/05/2019;Imagem;Distribuição Nacional;172.859;2.582.744,00
2019;Henfil;B1700469700000;Documentário;Brasil;Brasileira;01/12/2018;O2 Play;Distribuição Nacional;364;2.591,00
2019;Hereditário;E1800073100000;Ficção;Estados Unidos;Estrangeira;21/06/2018;Diamond Films;Distribuição Nacional;166;1.525,00
2019;Histórias Assustadoras: Para Contar No Escuro;E1900202300000;Ficção;Estados Unidos;Estrangeira;08/08/2019;Diamond Films;Distribuição Nacional;185.207;2.704.838,00
2019;Histórias Estranhas;B1800214000000;Ficção;Brasil;Brasileira;23/05/2019;Elo Company;Distribuição Nacional;780;7.970,00
2019;Homem Comum;B1301899200000;Documentário;Brasil;Brasileira;10/09/2015;Vitrine Filmes;Distribuição Nacional;70;459
2019;Homem Livre;B1600660100000;Ficção;Brasil;Brasileira;21/02/2019;Olhar Distribuição;Distribuição Nacional;1.411;14.378,00
2019;Homem-Aranha Longe De Casa;E1900127700000;Ficção;Estados Unidos;Estrangeira;04/07/2019;Sony;Distribuição Internacional;6.555.353;106.552.456,00
2019;Homem-Aranha No Aranhaverso;E1800533700000;Animação;Estados Unidos;Estrangeira;10/01/2019;Sony;Distribuição Internacional;2.057.620;31.259.777,00
2019;Homem-Aranha: De Volta ao Lar;E1500759500000;Ficção;Estados Unidos;Estrangeira;06/07/2017;Sony;Distribuição Internacional;244;3.142,00
2019;Homem-Formiga E A Vespa;E1800255300000;Ficção;Estados Unidos;Estrangeira;05/07/2018;Disney;Distribuição Internacional;574;4.203,00
2019;Horácio;B1800418000000;Ficção;Brasil;Brasileira;11/04/2019;O2 Play;Distribuição Nacional;1.211;17.273,00
2019;Hotel Mumbai;E1900073900000;Ficção;Austrália, Estados Unidos;Estrangeira;11/07/2019;Imagem;Distribuição Nacional;78.873;1.789.611,00
2019;Hotel Transilvânia 3: Férias Monstruosas;E1800038100000;Animação;Estados Unidos;Estrangeira;12/07/2018;Sony;Distribuição Internacional;3.291;22.819,00
2019;Humberto Mauro;B1800474200000;Documentário;Brasil;Brasileira;18/10/2019;Di Mauro Cultura E Arte Producoes Artisticas;Distribuição Nacional;273;3.149,00
2019;Ilha Dos Cachorros;E1800252300000;Animação;Alemanha, Estados Unidos;Estrangeira;19/07/2018;Fox;Distribuição Internacional;4;72
2019;Imagem E Palavra;E1800494600000;Ficção;França, Suíça;Estrangeira;14/03/2019;Imovision;Distribuição Nacional;6.758;109.591,00
2019;Inezita;B1800362300000;Documentário;Brasil;Brasileira;28/03/2019;Cultura;Distribuição Nacional;873;14.982,00
2019;Inferninho;B1800168300000;Ficção;Brasil;Brasileira;23/05/2019;Embaúba Filmes;Distribuição Nacional;3.765;40.215,00
2019;Infiltrado Na Klan;E1800396900000;Ficção;Estados Unidos;Estrangeira;22/11/2018;Universal;Distribuição Internacional;75.867;1.266.807,00
2019;Inocencia Roubada;E1900236500000;Ficção;França;Estrangeira;06/06/2019;A2 Filmes;Distribuição Nacional;7.901;101.580,00
2019;Intimidade Entre Estranhos;B1800449100000;Ficção;Brasil;Brasileira;13/12/2018;Vitrine Filmes;Distribuição Nacional;157;1.026,00
2019;Intruso;B1600625500000;Ficção;Brasil;Brasileira;31/10/2019;Pipa Produções;Distribuição Nacional;4.123;33.932,00
2019;Invasão Ao Serviço Secreto;E1900309700000;Ficção;Estados Unidos;Estrangeira;14/11/2019;Imagem;Distribuição Nacional;485.206;7.642.791,00
2019;It - Capítulo Dois;E1900346500000;Ficção;Estados Unidos;Estrangeira;05/09/2019;Warner;Distribuição Internacional;3.152.655;47.683.860,00
2019;It: A Coisa;E1700363900000;Ficção;Canadá, Estados Unidos;Estrangeira;07/09/2017;Warner;Distribuição Internacional;1.258;16.921,00
2019;Jauja;E1402806000000;Ficção;Argentina;Estrangeira;25/06/2015;Vitrine Filmes;Distribuição Nacional;40;290
2019;Jesus De Nazaré - O Filho De Deus;E1900117600000;Ficção;Espanha;Estrangeira;18/04/2019;Vinny Filmes;Distribuição Nacional;2.548;38.528,00
2019;Joaquim;B1700092500000;Ficção;Portugal, Brasil;Brasileira;20/04/2017;Imovision;Distribuição Nacional;13;190
2019;John Wick 3: Parabellum;E1900126300000;Ficção;Estados Unidos;Estrangeira;16/05/2019;Paris;Distribuição Nacional;1.003.691;15.699.846,00
2019;Jorge, O Padroeiro Guerreiro;B1900605200000;Documentário;Brasil;Brasileira;19/12/2019;Imagem;Distribuição Nacional;44;741
2019;Jorginho Guinle - Só Se Vive Uma Vez;B1900092000000;Documentário;Brasil;Brasileira;21/03/2019;Pandora Filmes;Distribuição Nacional;966;17.397,00
2019;Jornada Da Vida;E1900123100000;Ficção;França, Senegal;Estrangeira;18/07/2019;Califórnia;Distribuição Nacional;26.284;439.702,00
2019;Jovens Infelizes Ou Um Homem Que Grita Não É Um Urso Que Dança;B1600116700000;Ficção;Brasil;Brasileira;08/02/2019;Embaúba Filmes;Distribuição Nacional;237;2.338,00
2019;Jovens Titãs Em Ação! Nos Cinemas;E1800215000000;Animação;Estados Unidos;Estrangeira;30/08/2018;Warner;Distribuição Internacional;94;550
2019;Judy;E1900563000000;Ficção;Reino Unido;Estrangeira;30/01/2020;Paris;Distribuição Nacional;268;3.682,00
2019;Juliet, Nua E Crua;E1800346400000;Ficção;Estados Unidos;Estrangeira;04/10/2018;Diamond Films;Distribuição Nacional;17;85
2019;Juntos para Sempre;E1900161700000;Ficção;Estados Unidos;Estrangeira;06/06/2019;Universal;Distribuição Internacional;167.212;2.448.584,00
2019;Jurassic World - Reino Ameaçado;E1800169900000;Ficção;Estados Unidos;Estrangeira;21/06/2018;Universal;Distribuição Internacional;3.408;27.147,00
