Listagem de Filmes Brasileiros e Estrangeiros Lançados - 2009 a 2019;;;;;;;;;;;;
;;;;;;;;;;;;
Ano de Lançamento;Título da obra;CPB/ROE;Gênero;País(es) produtor(es) da obra;Nacionalidade da obra;Data de lançamento;Empresa distribuidora;Origem da empresa distribuidora;Salas no Lançamento;Máximo de Salas Ocupadas;Público acumulado;Renda (R$) acumulada
2009;Fama;E1600583100000;Ficção;Estados Unidos;Estrangeira;06/11/2009;Playarte;Distribuição Nacional;88;88;39.527;337.172,28
2009;Foi Apenas um Sonho;E1600174700000;Ficção;Estados Unidos, Reino Unido;Estrangeira;30/01/2009;Paramount;Distribuição Internacional;80;80;232.098;2.118.382,00
2009;Força G;E1500379900000;Ficção;Estados Unidos;Estrangeira;14/08/2009;Sony;Distribuição Internacional;303;303;886.773;7.780.413,00
2009;Força Policial;E1600613700000;Ficção;Estados Unidos;Estrangeira;27/02/2009;Playarte;Distribuição Nacional;80;80;125.586;1.094.176,00
2009;Frost/Nixon;E1402795800000;Ficção;Estados Unidos;Estrangeira;06/03/2009;Universal;Distribuição Internacional;10;10;23.965;266.930,00
2009;Fundo do Mar 3D;E1600562200000;Documentário;Canadá, Estados Unidos;Estrangeira;16/01/2009;Espaço Itaú de Cinema;Distribuição Nacional;1;1;61.294;1.098.545,00
2009;G.I. Joe - A Origem de Cobra;E1402319200000;Ficção;Estados Unidos;Estrangeira;07/08/2009;Paramount;Distribuição Internacional;368;368;772.320;6.292.661,00
2009;Gamer;E1600584400000;Ficção;Estados Unidos;Estrangeira;02/10/2009;Imagem;Distribuição Nacional;100;100;139.723;1.185.508,06
2009;Garota Infernal;E1500196500000;Ficção;Estados Unidos;Estrangeira;23/10/2009;Fox;Distribuição Internacional;46;46;91.274;752.787,00
2009;Gesto Obsceno;E1600634700000;Ficção;Israel;Estrangeira;04/09/2009;Moviemobz;Distribuição Nacional;3;6;9.241;85.979,21
2009;Gigante;E1600587500000;Ficção;Uruguai;Estrangeira;21/08/2009;Imovision;Distribuição Nacional;8;10;16.028;142.934,71
2009;Glória ao Cineasta;E1600593000000;Ficção;Japão;Estrangeira;06/03/2009;Moviemobz;Distribuição Nacional;2;2;732;6.693,50
2009;Goodbye...Solo;E1600587700000;Ficção;Estados Unidos;Estrangeira;18/09/2009;Imovision;Distribuição Nacional;3;6;8.154;77.087,50
2009;Gran Torino;E1600587900000;Ficção;Estados Unidos;Estrangeira;20/03/2009;Warner;Distribuição Internacional;105;105;348.858;3.446.558,00
2009;Halloween - O Início;E1600620200000;Ficção;Estados Unidos;Estrangeira;24/07/2009;Playarte;Distribuição Nacional;104;104;173.418;1.413.089,15
2009;Hanami - Cerejeiras em Flor;E1600556700000;Ficção;Alemanha;Estrangeira;25/12/2009;Filmes da Mostra;Distribuição Nacional;10;11;76.469;700.232,26
2009;Hannah Montana - O Filme;E1500530400000;Ficção;Estados Unidos;Estrangeira;11/06/2009;Sony;Distribuição Internacional;177;233;632.018;5.015.850,25
2009;Harry Potter e o Enigma do Príncipe;E1500096000000;Ficção;Estados Unidos, Reino Unido;Estrangeira;15/07/2009;Warner;Distribuição Internacional;760;760;4.530.746;36.185.889,00
2009;Heróis;E1500468200000;Ficção;Estados Unidos;Estrangeira;29/05/2009;Paris;Distribuição Nacional;66;66;39.947;332.640,59
2009;High School Band;E1500487000000;Ficção;Estados Unidos;Estrangeira;11/09/2009;Paris;Distribuição Nacional;81;81;35.480;263.363,01
2009;Home - Nosso Planeta, nossa Casa;E1600588900000;Documentário;França;Estrangeira;05/06/2009;Europa;Distribuição Nacional;28;28;4.931;37.514,76
2009;Honeydripper;E1600589000000;Ficção;Estados Unidos;Estrangeira;17/04/2009;Imovision;Distribuição Nacional;3;3;2.056;21.631,50
2009;Horas de Verão;E1600542900000;Ficção;França;Estrangeira;03/07/2009;Filmes da Mostra;Distribuição Nacional;5;8;50.222;430.419,24
2009;Há Tanto Tempo que te Amo;E1600590000000;Ficção;França;Estrangeira;26/06/2009;Moviemobz;Distribuição Nacional;13;18;56.750;491.787,09
2009;Import Export;E1600590100000;Ficção;Áustria;Estrangeira;08/05/2009;Filmes da Mostra;Distribuição Nacional;4;4;3.561;31.117,50
2009;Inimigo Publico Nº 1 - Instinto de Morte;E1600613800000;Ficção;França;Estrangeira;03/07/2009;Califórnia;Distribuição Nacional;6;6;14.800;146.203,72
2009;Inimigos Públicos;E1402598500000;Ficção;Estados Unidos;Estrangeira;24/07/2009;Universal;Distribuição Internacional;217;217;572.428;5.182.537,00
2009;Intrigas de Estado;E1600626900000;Ficção;Estados Unidos;Estrangeira;11/06/2009;Universal;Distribuição Internacional;115;123;172.736;1.759.204,00
2009;Inútil;E1600636400000;Documentário;China, Hong Kong;Estrangeira;16/01/2009;Filmes da Mostra;Distribuição Nacional;3;6;3.473;31.751,19
2009;Iron Maiden: Flight 666;E1500773300000;Documentário;Estados Unidos;Estrangeira;21/04/2009;Moviemobz;Distribuição Nacional;47;54;13.864;161.227,28
2009;Jogando com Prazer;E1402820400000;Ficção;Estados Unidos;Estrangeira;25/09/2009;Imagem;Distribuição Nacional;50;50;120.272;1.080.523,92
2009;Jogo entre Ladrões;E1600637100000;Ficção;Estados Unidos;Estrangeira;13/03/2009;Imagem;Distribuição Nacional;101;101;264.062;2.354.983,10
2009;Jogos Mortais 6;E1600621900000;Ficção;Estados Unidos;Estrangeira;06/11/2009;Sony;Distribuição Internacional;204;204;391.231;3.196.894,00
2009;Jonas Brothers 3D: O Show;E1600400500000;Documentário;Estados Unidos;Estrangeira;29/05/2009;Sony;Distribuição Internacional;50;50;105.544;1.329.714,00
2009;Julie e Julia;E1600592800000;Ficção;Estados Unidos;Estrangeira;27/11/2009;Sony;Distribuição Internacional;54;54;217.834;2.189.358,75
2009;Juízo Final;E1600563600000;Ficção;Inglaterra;Estrangeira;21/08/2009;Europa;Distribuição Nacional;67;67;50.330;375.094,09
2009;Katyn;E1600593100000;Ficção;Polônia;Estrangeira;03/04/2009;Moviemobz;Distribuição Nacional;3;6;12.145;111.172,96
2009;Killshot - Tiro Certo;E1600593200000;Ficção;Estados Unidos;Estrangeira;29/05/2009;Playarte;Distribuição Nacional;37;37;27.275;263.163,76
2009;Kurt Cobain - Retrato de uma Ausência;E1600593700000;Documentário;Estados Unidos;Estrangeira;31/07/2009;Pandora Filmes;Distribuição Nacional;1;2;1.421;11.242,00
2009;Lanchonete Olympia;E1600557000000;Ficção;Estados Unidos;Estrangeira;03/04/2009;Moviemobz;Distribuição Nacional;3;3;1.038;8.584,00
2009;Lição de Amor;E1600622500000;Ficção;Itália;Estrangeira;20/03/2009;Califórnia;Distribuição Nacional;3;5;7.451;59.343,94
2009;Lua Nova;E1500273400000;Ficção;Estados Unidos;Estrangeira;20/11/2009;Paris;Distribuição Nacional;841;841;5.965.054;47.935.346,88
2009;Marido por Acaso;E1600549700000;Ficção;Estados Unidos;Estrangeira;07/08/2009;Playarte;Distribuição Nacional;123;123;227.564;2.034.325,00
2009;Matadores de Vampiras Lésbicas;E1600601400000;Ficção;Inglaterra;Estrangeira;30/10/2009;Imagem;Distribuição Nacional;141;141;125.093;1.077.350,23
2009;Mataram Irmã Dorothy;E1600640700000;Documentário;Estados Unidos;Estrangeira;17/04/2009;Moviemobz;Distribuição Nacional;5;5;1.199;10.364,50
2009;Michael Jackson This Is It;E1500482600000;Documentário;Estados Unidos;Estrangeira;28/10/2009;Sony;Distribuição Internacional;231;231;712.518;6.365.742,25
2009;Milagre em Sta. Anna;E1600608400000;Ficção;Estados Unidos;Estrangeira;30/04/2009;Califórnia;Distribuição Nacional;2;4;5.649;49.285,89
2009;Milk - A Voz da Igualdade;E1600608000000;Ficção;Estados Unidos;Estrangeira;20/02/2009;Universal;Distribuição Internacional;50;50;212.719;2.110.578,00
2009;Minhas Adoráveis Ex-Namoradas;E1500171500000;Ficção;Estados Unidos;Estrangeira;11/06/2009;Playarte;Distribuição Nacional;124;129;405.762;3.767.962,39
2009;Monstros vs Alienígenas;E1402628900000;Animação;Estados Unidos;Estrangeira;03/04/2009;Paramount;Distribuição Internacional;370;370;1.418.995;13.576.987,00
2009;Ninho Vazio;E1600582400000;Ficção;Argentina;Estrangeira;30/01/2009;Imovision;Distribuição Nacional;15;19;36.666;315.153,22
2009;Noivas em Guerra;E1600553700000;Ficção;Estados Unidos;Estrangeira;06/02/2009;Fox;Distribuição Internacional;162;164;443.250;3.730.047,00
2009;Nova York, Eu te Amo;E1600609200000;Ficção;Estados Unidos;Estrangeira;19/12/2009;Califórnia;Distribuição Nacional;17;19;91.019;982.757,62
2009;Novidades no Amor;E1600630500000;Ficção;Estados Unidos;Estrangeira;16/10/2009;Imagem;Distribuição Nacional;85;87;206.435;1.820.824,49
2009;Novo Século Americano;E1600631700000;Documentário;Itália;Estrangeira;23/01/2009;Moviemobz;Distribuição Nacional;3;3;1.571;14.053,00
2009;O Amor Pede Passagem;E1600607200000;Ficção;Estados Unidos;Estrangeira;11/12/2009;Imagem;Distribuição Nacional;32;32;110.457;956.616,67
2009;O Casamento de Rachel;E1600619500000;Ficção;Estados Unidos;Estrangeira;13/02/2009;Sony;Distribuição Internacional;15;15;76.120;767.241,00
2009;O Caçador;E1600631900000;Ficção;Coréia do Sul;Estrangeira;16/10/2009;Imovision;Distribuição Nacional;7;7;2.885;27.725,30
2009;O Corajoso Ratinho Despereaux;E1500121800000;Animação;Estados Unidos, Reino Unido;Estrangeira;16/01/2009;Universal;Distribuição Internacional;130;133;249.227;1.846.456,00
2009;O Curioso Caso de Benjamin Button;E1500166000000;Ficção;Estados Unidos;Estrangeira;16/01/2009;Warner;Distribuição Internacional;202;203;2.083.246;18.691.102,00
2009;O Desinformante;E1402795900000;Ficção;Estados Unidos;Estrangeira;16/10/2009;Warner;Distribuição Internacional;32;32;78.243;827.523,00
2009;O Dia em que a Terra Parou;E1600640500000;Ficção;Estados Unidos;Estrangeira;09/01/2009;Fox;Distribuição Internacional;354;354;1.458.321;12.062.074,00
2009;O Equilibrista;E1500919200000;Documentário;Estados Unidos, Reino Unido;Estrangeira;10/04/2009;Califórnia;Distribuição Nacional;2;2;8.757;76.258,50
2009;O Exterminador do Futuro: A Salvação;E1402824700000;Ficção;Estados Unidos;Estrangeira;05/06/2009;Sony;Distribuição Internacional;497;497;1.385.608;12.262.255,25
2009;O Fantástico Senhor Raposo;E1600583300000;Animação;Estados Unidos;Estrangeira;04/12/2009;Fox;Distribuição Internacional;5;6;14.558;113.797,00
2009;O Fundo do Mar;E1600576600000;Ficção;Argentina;Estrangeira;02/10/2009;Panda Filmes;Distribuição Nacional;1;1;178;987,4
2009;O Golfinho - A História de um Sonhador;E1600576700000;Animação;Peru;Estrangeira;09/10/2009;Fox;Distribuição Internacional;62;62;73.442;522.706,00
2009;O Grupo Baader Meinhof;E1600632200000;Ficção;Alemanha;Estrangeira;24/07/2009;Imagem;Distribuição Nacional;12;12;16.796;168.787,95
2009;O Guerreiro Genghis Khan;E1500819600000;Ficção;Alemanha, Cazaquistão, Rússia;Estrangeira;24/07/2009;Europa;Distribuição Nacional;22;22;29.527;256.069,73
2009;O Leitor;Sem ROE;Ficção;Estados Unidos;Estrangeira;06/02/2009;Imagem;Distribuição Nacional;68;68;406.634;3.782.859,92
2009;O Lutador;E1600632300000;Ficção;Estados Unidos;Estrangeira;13/02/2009;Paris;Distribuição Nacional;52;57;111.787;1.047.260,94
2009;O nome dela é Sabine;E1600577600000;Documentário;França;Estrangeira;07/08/2009;Filmes do Estação;Distribuição Nacional;2;6;7.223;61.185,56
2009;O Poder do Soul;E1600626100000;Documentário;Estados Unidos;Estrangeira;18/12/2009;Sony;Distribuição Internacional;1;1;305;2.656,00
2009;O Sequestro do Metrô 123;E1402824600000;Ficção;Estados Unidos;Estrangeira;04/09/2009;Sony;Distribuição Internacional;183;183;860.582;7.958.011,00
2009;O Solista;E1600632700000;Ficção;Estados Unidos;Estrangeira;06/11/2009;Universal;Distribuição Internacional;25;25;51.359;457.004,00
2009;O Visitante;E1402595000000;Ficção;Estados Unidos;Estrangeira;13/03/2009;Moviemobz;Distribuição Nacional;6;13;26.086;245.193,25
2009;Operação Valquíria;E1500792700000;Ficção;Estados Unidos;Estrangeira;13/02/2009;Fox;Distribuição Internacional;233;233;1.144.728;9.946.310,00
2009;Os Falsários;E1600541200000;Ficção;Alemanha, Áustria;Estrangeira;29/05/2009;Europa;Distribuição Nacional;27;27;54.665;516.789,07
2009;Os Fantasmas de Scrooge;E1600468700000;Animação;Estados Unidos;Estrangeira;06/11/2009;Sony;Distribuição Internacional;41;41;454.857;5.409.821,00
2009;Pacto Secreto;E1600626000000;Ficção;Estados Unidos;Estrangeira;25/09/2009;Paris;Distribuição Nacional;80;80;74.989;584.979,31
2009;Pagando Bem que Mal Tem?;E1600638800000;Ficção;Estados Unidos;Estrangeira;21/03/2009;Imagem;Distribuição Nacional;139;139;206.277;1.688.575,44
2009;Paris;E1600611900000;Ficção;França;Estrangeira;03/07/2009;Pandora Filmes;Distribuição Nacional;6;8;63.242;561.382,68
2009;Partir;E1600612000000;Ficção;França;Estrangeira;11/12/2009;Imovision;Distribuição Nacional;9;9;11.606;115.649,02
2009;Passageiros;Sem ROE;Ficção;Estados Unidos;Estrangeira;27/03/2009;Imagem;Distribuição Nacional;74;78;120.241;1.003.160,80
2009;Pequenos Invasores;E1600540200000;Ficção;Estados Unidos;Estrangeira;25/09/2009;Fox;Distribuição Internacional;82;82;152.127;1.117.488,00
2009;Perdido pra Cachorro;E1500529000000;Ficção;Estados Unidos;Estrangeira;14/02/2009;Sony;Distribuição Internacional;64;65;160.984;1.217.970,00
2009;Planeta 51;E1600613200000;Animação;Espanha, Reino Unido;Estrangeira;27/11/2009;Imagem;Distribuição Nacional;170;174;558.463;3.950.989,13
2009;Polícia, Adjetivo;E1600613400000;Ficção;Romênia;Estrangeira;20/11/2009;Imovision;Distribuição Nacional;5;5;2.681;24.151,50
2009;Por Amor;E1600612900000;Ficção;Estados Unidos;Estrangeira;03/04/2009;Imagem;Distribuição Nacional;40;40;39.348;349.158,54
2009;Presságio;E1500468000000;Ficção;Estados Unidos;Estrangeira;10/04/2009;Paris;Distribuição Nacional;208;208;943.863;8.479.764,59
2009;Quarentena;E1500894100000;Ficção;Estados Unidos;Estrangeira;16/01/2009;Sony;Distribuição Internacional;102;102;111.691;911.555,00
2009;Quem Quer Ser um Milionário?;E1600624000000;Ficção;Inglaterra;Estrangeira;06/03/2009;Europa;Distribuição Nacional;191;191;1.379.754;12.860.921,05
2009;Recém Chegada;E1600609300000;Ficção;Estados Unidos;Estrangeira;30/04/2009;Imagem;Distribuição Nacional;49;65;109.058;1.031.161,77
2009;Rindo a Toa;Sem ROE;Ficção;França;Estrangeira;31/07/2009;Califórnia;Distribuição Nacional;2;3;5.884;56.821,67
2009;Rio Congelado;E1600584000000;Ficção;Estados Unidos;Estrangeira;20/02/2009;Sony;Distribuição Internacional;6;6;13.184;106.261,00
2009;Romeu: O Vira-Lata Atrapalhado;E1600620100000;Animação;Índia;Estrangeira;12/06/2009;Paris;Distribuição Nacional;49;49;77.577;456.247,54
2009;Rumba;E1600621200000;Ficção;França;Estrangeira;23/01/2009;Filmes do Estação;Distribuição Nacional;3;7;21.940;195.291,76
2009;Se beber, não case!;E1402747400000;Ficção;Estados Unidos;Estrangeira;21/08/2009;Warner;Distribuição Internacional;204;204;1.764.821;15.758.293,00
2009;Segredos Íntimos;E1600633300000;Ficção;Israel;Estrangeira;27/03/2009;Paris;Distribuição Nacional;9;10;14.084;135.520,20
2009;Sempre ao Seu Lado;E1600176700000;Ficção;Estados Unidos;Estrangeira;25/12/2009;Imagem;Distribuição Nacional;181;181;734.083;6.504.714,04
2009;Sex Drive: Rumo ao Sexo;E1600622900000;Ficção;Estados Unidos;Estrangeira;13/03/2009;Paris;Distribuição Nacional;60;60;44.548;336.825,66
2009;Sexta-Feira 13;E1600333900000;Ficção;Estados Unidos;Estrangeira;13/02/2009;Paramount;Distribuição Internacional;162;162;267.339;2.253.858,00
2009;Sim Senhor;E1600638300000;Ficção;Estados Unidos;Estrangeira;31/01/2009;Warner;Distribuição Internacional;152;152;1.376.092;11.546.965,00
2009;Simplesmente Feliz;E1600588600000;Ficção;Inglaterra;Estrangeira;27/03/2009;Imagem;Distribuição Nacional;20;20;59.647;525.441,53
2009;Sinédoque, Nova Iorque;E1600627900000;Ficção;Estados Unidos;Estrangeira;17/04/2009;Imagem;Distribuição Nacional;6;6;23.516;214.017,03
2009;Star Trek;E1402648600000;Ficção;Estados Unidos;Estrangeira;08/05/2009;Paramount;Distribuição Internacional;297;297;396.586;3.736.979,00
2009;Stella;E1600627200000;Ficção;França;Estrangeira;11/06/2009;Imovision;Distribuição Nacional;6;8;15.396;134.070,77
2009;Substitutos;E1600470900000;Ficção;Estados Unidos;Estrangeira;23/10/2009;Sony;Distribuição Internacional;119;119;351.727;3.204.036,00
2009;Surpresas do Amor;E1600551200000;Ficção;Estados Unidos;Estrangeira;23/01/2009;Playarte;Distribuição Nacional;153;153;257.960;2.184.983,64
2009;Te Amarei para Sempre;E1600633400000;Ficção;Estados Unidos;Estrangeira;16/10/2009;Playarte;Distribuição Nacional;138;138;283.378;2.487.927,32
2009;Terra;E1600576300000;Documentário;Estados Unidos;Estrangeira;22/04/2009;Sony;Distribuição Internacional;30;36;27.236;202.069,50
2009;Terra Sonâmbula;E1600628400000;Ficção;Portugal;Estrangeira;06/11/2009;Panda Filmes;Distribuição Nacional;1;1;713;5.949,00
2009;Território Restrito;E1600561600000;Ficção;Estados Unidos;Estrangeira;10/04/2009;Imagem;Distribuição Nacional;40;40;35.812;312.633,70
2009;Terror na Antártida;E1600637800000;Ficção;Estados Unidos;Estrangeira;03/10/2009;Warner;Distribuição Internacional;49;49;83.853;714.321,00
2009;The Spirit - O Filme;E1600633800000;Ficção;Estados Unidos;Estrangeira;20/03/2009;Sony;Distribuição Internacional;77;77;102.321;870.408,00
2009;Tinha que Ser Você;E1600599500000;Ficção;Estados Unidos;Estrangeira;19/06/2009;Imagem;Distribuição Nacional;30;30;159.870;1.541.754,26
2009;Tokyo;E1600634800000;Ficção;França;Estrangeira;13/11/2009;Califórnia;Distribuição Nacional;1;3;7.349;62.127,76
2009;Tony Manero;E1600635000000;Ficção;Chile;Estrangeira;10/04/2009;Imovision;Distribuição Nacional;ND;8;280;2.020,50
2009;Trama Internacional;E1600633900000;Ficção;Estados Unidos;Estrangeira;19/06/2009;Sony;Distribuição Internacional;65;65;117.937;1.205.306,00
2009;Transformers: A Vingança dos Derrotados;E1402345200000;Ficção;Estados Unidos;Estrangeira;23/06/2009;Paramount;Distribuição Internacional;554;595;2.149.681;17.483.513,00
2009;Tá Chovendo Hamburger;E1500045900000;Animação;Estados Unidos;Estrangeira;02/10/2009;Sony;Distribuição Internacional;182;188;1.430.854;13.785.065,25
2009;Tô de Férias;E1600590200000;Animação;Alemanha;Estrangeira;13/03/2009;Paris;Distribuição Nacional;91;91;97.311;727.621,72
2009;Um Ato de Liberdade;E1600117000000;Ficção;Estados Unidos;Estrangeira;08/05/2009;Flashstar Filmes;Distribuição Nacional;42;42;64.481;638.355,60
2009;Um Cara Muito Louco...Apaixonado;E1500530700000;Ficção;Inglaterra;Estrangeira;27/03/2009;Califórnia;Distribuição Nacional;33;33;21.638;169.898,91
2009;Um Faz de Conta que Acontece;E1500288700000;Ficção;Estados Unidos;Estrangeira;23/01/2009;Sony;Distribuição Internacional;218;218;1.005.573;7.497.636,00
2009;Um Hotel Bom pra Cachorro;E1402434000000;Ficção;Estados Unidos, Alemanha;Estrangeira;20/02/2009;Paramount;Distribuição Internacional;133;133;510.608;3.865.896,00
2009;Um Namorado para Minha Esposa;E1600636000000;Ficção;Argentina;Estrangeira;13/11/2009;Paris;Distribuição Nacional;12;13;17.781;165.980,19
2009;Um Segredo em Família;E1600636100000;Ficção;França;Estrangeira;25/12/2009;Filmes do Estação;Distribuição Nacional;5;15;32.667;307.187,08
2009;Um Taxi para a Escuridão;E1600546200000;Documentário;Estados Unidos;Estrangeira;23/01/2009;Moviemobz;Distribuição Nacional;3;4;1.257;10.061,00
2009;Uma Canção de Amor;E1600634200000;Ficção;França;Estrangeira;04/09/2009;Paris;Distribuição Nacional;17;17;9.316;76.887,18
2009;Uma Noite no Museu 2;E1500204900000;Ficção;Estados Unidos;Estrangeira;23/05/2009;Fox;Distribuição Internacional;515;515;2.602.771;21.118.969,00
2009;Uma Prova de Amor;E1402591100000;Ficção;Estados Unidos;Estrangeira;12/09/2009;Playarte;Distribuição Nacional;89;90;267.916;2.314.547,38
2009;Uma Vida sem Regras;E1600589400000;Ficção;Reino Unido;Estrangeira;18/12/2009;Paris;Distribuição Nacional;4;4;3.289;33.225,70
2009;Up - Altas Aventuras;E1500587900000;Animação;Estados Unidos;Estrangeira;04/09/2009;Sony;Distribuição Internacional;304;325;2.058.574;19.461.084,50
2009;Valsa com Bashir;E1500883100000;Animação;Alemanha, Austrália, Bélgica, Estados Unidos, Finlândia, França, Israel, Suíça;Estrangeira;03/04/2009;Sony;Distribuição Internacional;8;9;27.099;238.260,25
2009;Velozes e Furiosos 4;E1402488100000;Ficção;Estados Unidos;Estrangeira;03/04/2009;Universal;Distribuição Internacional;269;269;2.308.197;20.010.990,00
