"""Listagem de Autorizações de Produções Audiovisuais no Brasil com Participação de Profissionais Estrangeiros - 2014""";;;;;;;;;;;
;;;;;;;;;;;
"""Número de Autorização de Origem""";Data da Aprovação;"""Número de Técnicos/
Artistas Estrangeiros""";"""Título da Obra""";"""Tipo de Obra""";"""Período Produção""";"""Empresa Brasileira""";"""UF""";"""Empresa Estrangeira""";"""País""";"""Produção""";"""Local de Filmagem (UF)"""
"""072/AIN""";04/06/2014;"""1""";"""FIM DE SEMANA, APOCALIPSE E SINAL""";"""Publicitária""";"""05/06/2014 a 11/06/2014""";"""Zulu Filmes Ltda.""";"""SP""";""" -""";""" -""";"""Brasileira""";"""SP"""
"""073/AIN""";05/06/2014;"""6""";"""COOL KIDS ON THE BLOCK 2""";"""Documentário""";"""19/06/2014 a 29/06/2014""";"""HK Brasil Produtora Midia & Eventos Ltda""";"""SP""";"""Korean Broadcasting System""";"""Coréia do Sul""";"""Estrangeira""";"""RS/SP"""
"""074/AIN""";06/06/2014;"""2""";"""SONY SAMBA""";"""Institucional""";"""09/06/2014 a 19/06/2014""";"""Mango Films Brasil Ltda""";"""SP""";"""HeyHuman Ltda""";"""Reino Unido""";"""Estrangeira""";"""RJ"""
"""075/AIN""";06/06/2014;"""2""";"""O SENTIDO DA VIDA""";"""Documentário""";"""24/06/2014 a 24/06/2016""";"""O2 Cinema Ltda""";"""SP""";"""Jumpcut LDA & Filmanova S.L.""";"""Portugal""";"""Estrangeira""";"""SP"""
"""076/AIN""";09/06/2014;"""8""";"""A TIMELESS GLORY """;"""Documentário""";"""13/06/2014 a 25/06/2014""";"""Southside Produções Ltda.""";"""SP""";"""Image Nation Abu Dhabi FZ-LLC N""";"""Arábia Saudita""";"""Estrangeira""";"""RJ"""
"""077/AIN""";11/06/2014;"""42""";"""DESAFIO SEM LIMITE""";"""Documentário""";"""16/06/2014 a 23/06/2014""";"""HK Brasil Produtora Midia & Eventos Ltda""";"""SP""";"""Munhwa Broadcasting System""";"""Coréia do Sul""";"""Estrangeira""";"""MT/RS/RJ"""
"""078/AIN""";11/06/2014;"""2""";"""WORLD REPORT""";"""Documentário""";"""16/06/2014 a 16/06/2014""";"""Leonardo Henrique Pereira Branco""";"""SP""";"""Corporation of the Presiding Bishop of the Church of Jesus Christ of Latter-Day Saints""";"""EUA""";"""Estrangeira""";"""CE/RJ"""
"""079/AIN""";11/06/2014;"""3""";"""CRISTIANO RONALDO""";"""Publicitária""";"""14/06/2014 a 14/07/2014""";"""JKR Produções Artísticas Ltda""";"""RJ""";"""Ronnie Films Ltd.""";"""Reino Unido""";"""Estrangeira""";"""AM/MG/SP"""
"""080/AIN""";13/06/2014;"""5""";"""G.E.""";"""Documentário""";"""28/06/2014 a 02/07/2014""";"""Ricardo Gonçalves Produções Cinematográficas""";"""SP""";"""Vagabond Films""";"""EUA""";"""Estrangeira""";"""SP"""
"""081/AIN""";16/06/2014;"""10""";"""MATCH 64""";"""Documentário""";"""18/06/2014 a 16/07/2014""";"""Nation & Nação Produções Artísticas Ltda. ME""";"""SP""";"""Passion Films""";"""Reino Unido""";"""Estrangeira""";"""RJ"""
"""082/AIN""";18/06/2014;"""4""";"""AMAZONAS EXTREMO""";"""Documentário""";"""19/06/2014 a 19/07/2014""";"""Francisco Ferreira Pinto Filho (Amazon Film Productions)""";"""AM""";"""7 y Acción S.L.""";"""Espanha""";"""Estrangeira""";"""AM/RO"""
"""083/AIN""";20/06/2014;"""4""";"""FASCINATION EARTH-BRAZIL""";"""Documentário""";"""16/07/2014 a 30/07/2014""";"""Guapuruvu Filmes Ltda""";"""RJ""";"""Zweites Deutsches Fernsehen""";"""Alemanha""";"""Estrangeira""";"""AM/PR/MA"""
"""084/AIN""";20/06/2014;"""1""";"""PESQUISA""";"""Publicitária""";"""02/07/2014 a 20/07/2014""";"""Paranoid Brasil Ltda""";"""SP""";""" -""";""" -""";"""Brasileira""";"""SP"""
"""085/AIN""";23/06/2014;"""8""";"""MAN FINDS FOOD""";"""Institucional""";"""04/07/2014 a 10/07/2014""";"""Ricardo Gonçalves Produções Cinematográficas""";"""SP""";"""CDI Virtual Films Inc.""";"""EUA""";"""Estrangeira""";"""SP"""
"""086/AIN""";24/06/2014;"""4""";"""NAME SWAP""";"""Documentário""";"""15/07/2014 a 19/07/2014""";"""Sol Entertainment Ltda""";"""RJ""";"""M3 Creative""";"""EUA""";"""Estrangeira""";"""RJ"""
"""087/AIN""";24/06/2014;"""3""";"""BEST PLACES ON EARTH TO BE A CHILD""";"""Documentário""";"""06/07/2014 a 14/07/2014""";"""Sol Entertainment Ltda""";"""RJ""";"""ZDF Digital Medienproduktion GmbH""";"""Alemanha""";"""Estrangeira""";"""RJ"""
"""089/AIN""";27/06/2014;"""2""";"""BEAUTIFULL BRAZIL""";"""Documentário""";"""31/07/2014 a 08/08/2014""";"""Sol Entertainment Ltda""";"""RJ""";"""Factionfilm e K.""";"""Alemanha""";"""Estrangeira""";"""RJ"""
"""090/AIN""";30/06/2014;"""1""";"""VIRADA PRIMAVERA""";"""Publicitária""";"""06/07/2014 a 16/07/2014""";"""Stoli Filmes Ltda""";"""SP""";""" -""";""" -""";"""Brasileira""";"""SP"""
"""091/AIN""";01/07/2014;"""4""";"""EARTH’S NATURAL WONDERS""";"""Documentário""";"""18/07/2014 a 30/07/2014""";"""Francisco Ferreira Pinto Filho (Amazon Film Productions)""";"""AM""";"""BBC""";"""Reino Unido""";"""Estrangeira""";"""RJ/PA/AM"""
"""092/AIN""";01/07/2014;"""5""";"""O JOGO DOS JOGOS, MATCH OF THE MATCHES""";"""Institucional""";"""09/07/2014 a 16/07/2014""";"""Karaí filmes e produções cinematográficas Ltda""";"""RJ""";"""Triad Berlin Projektgesellschaft mbH""";"""Alemanha""";"""Estrangeira""";"""RJ"""
"""093/AIN""";07/07/2014;"""9""";"""MY FIRST AMAZON ADVENTURE""";"""Documentário""";"""08/08/2014 a 27/08/2014""";"""Story Produções Ltda. ME""";"""SP""";"""Mediadante""";"""Catar""";"""Estrangeira""";"""RJ/AM"""
"""094/AIN""";09/07/2014;"""7""";"""QUEST_THE MOVIE - PARTE III""";"""Documentário""";"""08/08/2014 a 27/08/2014""";"""Neon Rio Ltda""";"""RJ""";"""Quest Unlimited Ltd""";"""Reino Unido""";"""Estrangeira""";"""SP/AM/PA"""
"""095/AIN""";09/07/2014;"""7""";"""THE ULTIMATE LUXURY - ENZO""";"""Documentário""";"""26/07/2014 a 30/07/2014""";"""CTX Comunicação Audiovisual Ltda""";"""SP""";"""Hill & Knowlton (China) Public Relations Co., Ltda.""";"""China""";"""Estrangeira""";"""SP/DF"""
"""096/AIN""";09/07/2014;"""10""";"""THE 7 WONDERS OF THE WORLD""";"""Publicitária""";"""22/06/2014 a 28/07/2014""";"""JKR Produções Artísticas Ltda""";"""RJ""";"""A Team Media""";"""Coréia do Sul""";"""Estrangeira""";"""RJ"""
"""097/AIN""";11/07/2014;"""4""";"""LIFE IN A DAY""";"""Documentário""";"""21/07/2014 a 31/07/2014""";"""Losbragas Produções Ltda.""";"""RJ""";"""Public Record""";"""EUA""";"""Estrangeira""";"""SP"""
"""098/AIN""";14/07/2014;"""2""";"""KOHI SODATSUSEN – A concorrência no mercado cafeeiro brasileiro""";"""Documentário""";"""26/07/2014 a 06/08/2014""";"""Xes Projetos Visuais Ltda""";"""SP""";"""Media Mettle, Inc.""";"""Japão""";"""Estrangeira""";"""SP/MG"""
"""099/AIN""";13/07/2014;"""5""";"""JEEP""";"""Publicitária""";"""18/07/2014 a 04/08/2014""";"""Domo Produções Ltda""";"""SP""";"""Caviar Content""";"""EUA""";"""Estrangeira""";"""RJ/SP"""
"""100/AIN""";15/07/2014;"""4""";"""DER GROSSE WARENCHECK""";"""Documentário""";"""27/07/2014 a 30/07/2014""";"""Aura Filme Produções Ltda""";"""RJ""";"""Maximus Film GmbH""";"""Alemanha""";"""Estrangeira""";"""SP"""
"""101/AIN""";16/07/2014;"""3""";"""GROW MANAGE AND PRESERVE""";"""Institucional""";"""21/07/2014 a 24/07/2014""";"""Terra Vermelha Filmes Ltda""";"""RJ""";"""The Edge Picture Company Ltd""";"""Reino Unido""";"""Estrangeira""";"""RJ"""
"""102/AIN""";16/07/2014;"""3""";"""ALMA DE ATLETA""";"""Documentário""";"""06/08/2014 a 29/08/2014""";"""Town Network Filmagens Ltda""";"""SP""";"""NHK - Nippon Hoso Kyokai""";"""Japão""";"""Estrangeira""";"""SP"""
"""103/AIN""";18/07/2014;"""7""";"""SHELL""";"""Documentário""";"""25/07/2014 a 05/08/2014""";"""Ricardo Gonçalves Produções Cinematográficas""";"""SP""";"""Vagabond Films""";"""EUA""";"""Estrangeira""";"""RJ"""
"""104/AIN""";18/07/2014;"""1""";"""SHELL V POWER NITRO""";"""Publicitária""";"""19/07/2014 a 05/08/2014""";"""Paranoid Brasil Ltda""";"""SP""";""" -""";""" -""";"""Brasileira""";"""SP"""
"""105/AIN""";18/07/2014;"""5""";"""FOOD PARADISE INTERNATIONAL""";"""Documentário""";"""12/09/2014 a 17/09/2014""";"""Story Produções Ltda. ME""";"""SP""";"""Loud Television""";"""EUA""";"""Estrangeira""";"""SP"""
"""106/AIN""";21/07/2014;"""1""";"""FARMING BRAZIL""";"""Institucional""";"""27/07/2014 a 30/07/2014""";"""Utopia Films Produção Artística Ltda""";"""RJ""";"""People, Ideas & Culture""";"""Reino Unido""";"""Estrangeira""";"""SP"""
"""107/AIN""";22/07/2014;"""2""";"""VISA""";"""Sequência de Títulos""";"""23/08/2014 a 30/08/2014""";"""Francisco Ferreira Pinto Filho (Amazon Film Productions)""";"""AM""";"""CDI Virtual Films Inc.""";"""EUA""";"""Estrangeira""";"""SP"""
"""108/AIN""";24/07/2014;"""1""";"""DA DA DA""";"""Publicitária""";"""30/07/2014 a 15/08/2014""";"""Paranoid Brasil Ltda""";"""SP""";""" -""";""" -""";"""Brasileira""";"""SP"""
"""109/AIN""";24/07/2014;"""11""";"""EXPLORANDO O TESOURO DO PANTANAL""";"""Documentário""";"""30/07/2014 a 15/08/2014""";"""HK Brasil Produtora Midia & Eventos Ltda""";"""SP""";"""Korean Broadcasting System""";"""Coréia do Sul""";"""Estrangeira""";"""SP"""
"""110/AIN""";29/07/2014;"""7""";"""O AMOR ESTA NO AR""";"""Documentário""";"""16/08/2014 a 28/08/2014""";"""Mangaba Produções Ltda""";"""BA""";"""Endemol Nederland BV""";"""Holanda""";"""Estrangeira""";"""BA/MG"""
"""111/AIN""";29/07/2014;"""4""";"""HEYLEN EM DE HERKOMST 2""";"""Documentário""";"""09/08/2014 a 15/08/2014""";"""Provocador Produções Artísticas ME""";"""RJ""";"""Woestijnvis NV""";"""Bélgica""";"""Estrangeira""";"""SP"""
"""112/AIN""";29/07/2014;"""1""";"""SKOL UNDERWATER""";"""Publicitária""";"""14/08/2014 a 25/08/2014""";"""Produtora de Cinema e Filmes Associados Ltda""";"""SP""";""" -""";""" -""";"""Brasileira""";"""SP"""
"""113/AIN""";22/08/2014;"""2""";"""VERMIST""";"""Documentário""";"""01/09/2014 a 05/09/2014""";"""Mares Produções Ltda""";"""RJ""";"""Tros Broadcasting Company""";"""Holanda""";"""Estrangeira""";"""SP/PR                                                                                                                                                                                                                                                            """
"""114/AIN""";30/07/2014;"""1""";"""DR WHO WORLD PRESS TOUR""";"""Publicitária""";"""04/08/2014 a 05/09/2014""";"""Ocean Produção de Filmes Ltda""";"""SC""";"""Just So""";"""Reino Unido""";"""Estrangeira""";"""RJ"""
"""115/AIN""";01/08/2014;"""2""";"""ENERGIA HUMANA - UMA JORNADA DE 9000 KM""";"""Documentário""";"""15/09/2013 a 17/03/2015""";"""Aventuras, Produções e Edições Educativas Ltda""";"""SP""";"""Skeeto Lounge Productions Limited""";"""Reino Unido""";"""Estrangeira""";"""Todos Estados"""
"""116/AIN""";04/08/2014;"""1""";"""THE PEOPLE'S HEALTH""";"""Documentário""";"""12/08/2014 a 30/08/2014""";"""Viva Filmes Ltda""";"""RJ""";"""EOS Films Ltd.""";"""Reino Unido""";"""Estrangeira""";"""RJ/SP"""
"""117/AIN""";04/08/2014;"""1""";"""AGMUSA""";"""Institucional""";"""10/08/2014 a 23/08/2014""";"""Utopia Films Produção Artística Ltda""";"""RJ""";"""RABBICORN MEDIA GMBH""";"""Alemanha""";"""Estrangeira""";"""SP"""
"""118/AIN""";05/08/2014;"""3""";"""PROJEKT JAGUARSAFARI UND BUNTE FEDERN, SCHLAUES KÖPFCHEN - HYAZINTH ARAS UND CO""";"""Documentário""";"""15/09/2014 a 15/10/2014""";"""Aura Filme Produções Ltda""";"""RJ""";"""Bayerischer Rundfunk""";"""Alemanha""";"""Estrangeira""";"""MT"""
"""119/AIN""";05/08/2014;"""1""";"""ANGLO AMERICAN CAREERS""";"""Institucional""";"""05/09/2014 a 10/09/2014""";"""Utopia Films Produção Artística Ltda""";"""RJ""";"""Merchant Cantos""";"""Reino Unido""";"""Estrangeira""";"""RJ"""
"""120/AIN""";06/08/2014;"""4""";"""COLOMBIA - A MOSAIC OF LIFE - JAGUAR SHOOT""";"""Documentário""";"""17/08/2014 a 30/08/2014""";"""Neon Rio Ltda""";"""RJ""";"""Off The Fence Productions""";"""Colômbia""";"""Estrangeira""";"""GO"""
"""121/AIN""";06/08/2014;"""3""";"""""ONE PLANET (JUNGLES EPISODE)""""";"""Documentário""";"""18/08/2014 a 14/10/2014""";"""Neon Rio Ltda""";"""RJ""";"""British Broadcasting Corporation""";"""Reino Unido""";"""Estrangeira""";"""TO"""
"""122/AIN""";07/08/2014;"""4""";"""KLM TAKING OVER THE WORLD""";"""Institucional""";"""18/08/2014 a 22/08/2014""";"""Sol Entertainment Ltda""";"""RJ""";"""MediaMonks BV.""";"""Holanda""";"""Estrangeira""";"""RJ"""
"""123/AIN""";08/08/2014;"""7""";"""ABSOLUT""";"""Publicitária""";"""15/07/2014 a 15/10/2014""";"""Ocean Produção de Filmes Ltda""";"""SC""";"""Prettybird""";"""EUA""";"""Estrangeira""";"""SP"""
"""124/AIN""";08/08/2014;"""2""";"""SKY CIRCUS""";"""Publicitária""";"""15/08/2014 a 15/09/2014""";"""O2 Produções Artísticas e Cinematográficas Ltda.""";"""SP""";""" -""";""" -""";"""Brasileira""";"""SP"""
"""125/AIN""";11/08/2014;"""10""";"""BELMONDO PAR BELMONDO""";"""Documentário""";"""03/09/2014 a 06/09/2014""";"""W. PRODUCCIONES EVENTOS E ENTRETENIMENTO EIRELI EPP""";"""RJ""";"""Victoria Films""";"""França""";"""Estrangeira""";"""RJ"""
"""126/AIN""";12/08/2014;"""5""";"""LIBERTY MUTUAL: TRAFFIC SAFETY""";"""Publicitária""";"""06/09/2014 a 12/09/2014""";"""Parabola Produções Ltda.""";"""SP""";"""HeLo""";"""EUA""";"""Estrangeira""";"""SP"""
"""127/AIN""";13/08/2014;"""2""";"""VSB-Integratet minimill for Tubes""";"""Publicitária""";"""15/09/2014 a 21/09/2014""";"""Aura Filme Produções Ltda""";"""RJ""";"""Bachhausen Visual Production GmbH & Co. KG""";"""Alemanha""";"""Estrangeira""";"""RJ"""
"""128/AIN""";14/08/2014;"""5""";"""Reizen Waes (Travel Waes)""";"""Documentário""";"""07/09/2014 a 21/09/2014""";"""Connection Filmes e Produções Artísticas LTDA""";"""RJ""";"""De Mensen Ltda""";"""Bélgica""";"""Estrangeira""";"""PA"""
"""129/AIN""";14/08/2014;"""2""";"""Wardrobe""";"""Publicitária""";"""18/08/2014 a18/09/2014""";"""O2 Produções Artísticas e Cinematográficas Ltda.""";"""SP""";""" -""";""" -""";"""Brasileira""";"""SP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       """
"""130/AIN""";15/08/2014;"""2""";"""""Tata Werneck""""Bruna Marquezine""""";"""Publicitária""";"""20/08/2014 a 15/09/2014""";"""Paranoid Brasil Ltda""";"""SP""";""" -""";""" -""";"""Brasileira""";"""RJ"""
"""131/AIN""";18/08/2014;"""5""";"""Extreme Fisherman""";"""Documentário""";"""23/09/2014 a 05/10/2014""";"""Felipe Teixeira Bueo Caixeta""";"""RJ""";"""IWC MEDIA""";"""Reino Unido""";"""Estrangeira""";"""RJ"""
"""132/AIN""";18/08/2014;"""7""";"""""Especial Disney Live""""";"""Documentário""";"""05/09/2014 a 15/09/2014""";"""Xes Projetos Visuais Ltda""";"""SP""";"""NTV - Nippon Television Network CO""";"""Japão""";"""Estrangeira""";"""RJ"""
"""133/AIN""";20/08/2014;"""3""";"""The Bug""";"""Documentário""";"""26/09/2014 a 31/08/2014""";"""Viva Filmes Ltda""";"""RJ""";"""NBCUniversal International, CNBC""";"""Reino Unido""";"""Estrangeira""";"""RJ"""
"""134/AIN""";22/08/2014;"""9""";"""""From Here to There""""";"""Documentário""";"""05/12/2014 a 12/12/2014""";"""Sol Entertainment Ltda""";"""RJ""";"""From Here to There, LLC""";"""EUA""";"""Estrangeira""";"""RJ/SP"""
"""135/AIN""";22/08/2014;"""1""";"""Grand Canyon / Icon""";"""Publicitária""";"""04/09/2014 a 20/09/2014""";"""Conspiração Filmes S/A""";"""RJ""";""" -""";""" -""";"""Brasileira""";"""SP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       """
"""136/AIN""";26/08/2014;"""4""";"""Shin Nihon Fudoki""";"""Documentário""";"""20/10/2014 a 30/11/2014 """;"""Sango Productions Ltda""";"""SP""";"""Tokyo Video Center Inc.""";"""Japão""";"""Estrangeira""";"""SP"""
"""137/AIN""";26/08/2014;"""4""";"""JAPONESES QUE VIVEM EM TERRAS DISTANTES""";"""Documentário""";"""09/09/2014 a 17/09/2014""";"""Urutau Filmes Ltda""";"""SP""";"""Wave Inc.""";"""Japão""";"""Estrangeira""";"""SP"""
"""138/AIN""";28/08/2014;"""4""";"""""Brazil Coach""""";"""Documentário""";"""25/09/2014 a 06/10/2014""";"""Neon Rio Ltda""";"""RJ""";"""Nine Network Australia""";"""Austrália""";"""Estrangeira""";"""SP"""
"""139/AIN""";28/08/2014;"""2""";"""Kiseki Taiken! Unbelievable SP""";"""Documentário""";"""07/09/2014 a 15/09/2014""";"""WaSabi JB Comunicação Ltda""";"""RJ""";"""East Entertainment Inc""";"""Japão""";"""Estrangeira""";"""MA"""
"""140/AIN""";29/08/2014;"""3""";"""Chikyu ichban - a comunidade de lençóis maranhenses""";"""Documentário""";"""08/09/2014 a 04/10/2014""";"""BDT Planejamento e Comunicação Ltda""";"""SP""";"""Ortus Japan Inc""";"""Japão""";"""Estrangeira""";"""SP/MA"""
"""141/AIN""";01/09/2014;"""2""";"""""Grand Canyon Brasil"" ""Maid Marion Brasil""""";"""Publicitária""";"""04/09/2014 a 15/09/2014""";"""Paranoid Brasil Ltda""";"""SP""";""" -""";""" -""";"""Brasileira""";"""SP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       """
"""142/AIN""";01/09/2014;"""5""";"""The Greatest Shows on Earth - Brazil""";"""Documentário""";"""21/09/2014 a 15/10/2014""";"""Davies & Luzzi Ltda/ME""";"""SP""";"""Clock Tower Productions Inc""";"""EUA""";"""Estrangeira""";"""SP/RJ/PE"""
"""143/AIN""";02/09/2014;"""2""";"""Descobrindo restaurante japonês no mundo 15""";"""Documentário""";"""10/09/2014 a 30/09/2014""";"""Master Cine Vídeo Ltda""";"""SP""";"""Zippy production/Takashi Masumoto""";"""Japão""";"""Estrangeira""";"""SP"""
"""144/AIN""";02/09/2014;"""5""";"""The Fabric Change: na unlikely collaboration between Monsanto & woman's seamstress co-op in Brazil""";"""Institucional""";"""09/09/2014 a 16/09/2014""";"""Garoa Produtora de Cinema TV e Vídeo Ltda""";"""BA""";"""Rockhouse Motion""";"""EUA""";"""Estrangeira""";"""BA"""
"""145/AIN""";03/09/2014;"""2""";"""Quem Criou""";"""Publicitária""";"""08/09/2014 a 30/09/2014""";"""Produtora de Cinema e Filmes Associados Ltda""";"""SP""";""" -""";""" -""";"""Brasileira""";"""SP                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       """
"""146/AIN""";04/09/2014;"""3""";"""""Atlantic""""";"""Documentário""";"""03/10/2014 a 28/10/2014""";"""Neon Rio Ltda""";"""RJ""";"""BBC Natural Ltda""";"""Reino Unido""";"""Estrangeira""";"""PE"""
"""147/AIN""";04/09/2014;"""2""";"""Familjen Äventyr (Famílias Aventura)""";"""Reality Show""";"""09/09/2014 a 29/09/2014 """;"""JPB Embaúba Produções Ltda ME""";"""RJ""";"""ART89""";"""Suécia""";"""Estrangeira""";"""RN"""
"""148/AIN""";04/09/2014;"""3""";"""Hitachi: Apresentação da utilização do compressor""";"""Institucional""";"""19/09/2014 a 30/09/2014""";"""Town Network Filmagens Ltda""";"""SP""";"""K Provision.""";"""Japão""";"""Estrangeira""";"""RJ/SP"""
"""149/AIN""";04/09/2014;"""2""";"""Descobrindo restaurantes japonês no mundo 15""";"""Documentário""";"""13/09/2014 a 10/10/2014""";"""Master Cine Vídeo Ltda""";"""SP""";"""Zippy production/Takashi Masumoto""";"""Japão""";"""Estrangeira""";"""BA"""
"""150/AIN""";05/09/2014;"""3""";"""Red Rull Interview""";"""Entrevista""";"""22/09/2014 a 01/10/2014""";"""Nation & Nação Produções Artísticas Ltda. ME""";"""SP""";"""Ocean Watch""";"""EUA""";"""Estrangeira""";"""SP"""
"""151/AIN""";08/09/2014;"""5""";"""JAPONESES QUE VIVEM EM TERRAS DISTANTES- Chuí- Rio Grande do Sul""";"""Documentário""";"""19/09/2014 a 06/10/2014""";"""Urutau Filmes Ltda""";"""SP""";"""Wave Inc.""";"""Japão""";"""Estrangeira""";"""RS"""
"""152/AIN""";09/09/2014;"""6""";"""""VERMISST""""";"""Documentário""";"""23/09/2014 a 27/09/2014""";"""Aura Filme Produções Ltda""";"""RJ""";"""Endemol Deutschland GmbH""";"""Alemanha""";"""Estrangeira""";"""SP"""
"""153/AIN""";09/09/2014;"""3""";"""Todas as manãs do mundo""";"""Documentário""";"""02/10/2014 a 30/10/2014""";"""Canal Azul Consultoria Audiovisual Ltda""";"""SP""";""" -""";""" -""";"""Brasileira""";"""AM"""
"""154/AIN""";09/09/2014;"""3""";"""Migrations em Danger - Migração em Perigo - episódio no Brasil: Mico-Leão """;"""Documentário""";"""23/09/2014 a 14/10/2014""";"""Marca D'água Produções Ltda""";"""SP""";"""FL Concepts""";"""França""";"""Estrangeira""";"""RJ"""
"""155/AIN""";11/09/2014;"""3""";"""“Earth Natural Wonders”""";"""Documentário""";"""03/10/2014 a 20/10/2014""";"""Neon Rio Ltda""";"""RJ""";"""BBC Science Unit""";"""Reino Unido""";"""Estrangeira""";"""AM"""
"""156/AIN""";12/09/2014;"""3""";"""""World Report""""";"""Documentário""";"""09/10/2014 a 16/11/2014""";"""Gato Preto Filmes""";"""SP""";"""Corporation of the presiding Bishop of the church of Jesus Christ of latter-day saints""";"""EUA""";"""Estrangeira""";"""RJ/CE"""
"""157/AIN""";17/09/2014;"""3""";"""“Every Single Day” ”Eat Loud” ”Laugh Lod” ”New Born” ”Hug Loud”""";"""Publicitária""";"""06/10/2014 a 23/10/2014""";"""Delicatessen Produção de Filmes Ltda""";"""SP""";"""Stink Limited""";"""Reino Unido""";"""Estrangeira""";"""RJ"""
"""158/AIN""";17/09/2014;"""2""";"""“Alma de atleta”""";"""Documentário""";"""11/10/2014 a 22/10/2014""";"""Xes Projetos Visuais Ltda""";"""SP""";"""SPONICHI CO. LTD""";"""Japão""";"""Estrangeira""";"""SP/PR                                                                                                                                                                                                                                                         """
"""159/AIN""";17/09/2014;"""5""";"""“Retorno” “Sobrinha e Cunhado” “Esposa e sogra” “Clipe/Apoteose”""";"""Documentário""";"""03/10/2013 a 25/02/2015""";"""Hungry man Brasil Produções Ltda""";"""SP""";""" -""";""" -""";"""Brasileira""";"""DF/RJ/SP"""
"""160/AIN""";19/09/2014;"""4""";"""Fish TV""";"""Documentário""";"""13/11/2014 a 22/11/2014""";"""Amazon Film Productions""";"""AM""";"""Fish on Productions Inc""";"""Canadá""";"""Estrangeira""";"""AM"""
"""161/AIN""";25/09/2014;"""9""";"""In America - 2ª temporada""";"""Ficção""";"""09/10/2014 a 30/10/2014""";"""FR Target Filmes Ltda""";"""RJ""";"""Makingprod, SAS""";"""França""";"""Estrangeira""";"""RJ"""
"""162/AIN""";25/09/2014;"""2""";"""EXODUS""";"""Documentário""";"""14/10/2014 a 02/11/2014""";"""O2 Cinema Ltda""";"""SP""";"""Hank Levine Films.""";"""Alemanha""";"""Coprodução""";"""SP"""
"""163/AIN""";26/09/2014;"""3""";""""" Manifesto"" e ""Recruitment""""";"""Publicitária""";"""03/10/2014 a 12/10/2014""";"""JKR Produções Artísticas Ltda""";"""RJ""";"""HOGARTH""";"""Reino Unido""";"""Estrangeira""";"""RJ"""
"""164/AIN""";29/09/2014;"""2""";"""Pequeno Segredo""";"""Ficção""";"""15/10/2014 a 15/12/2014""";"""Schurmann Produções Cinematográficas LTDA""";"""SP""";""" -""";""" -""";"""Brasileira""";"""SC/PA"""
"""165/AIN""";29/09/2014;"""2""";"""Meu amigo hindu""";"""Ficção""";"""20/10/2014 a 31/01/2015""";"""HB Filmes LTDA - EPP""";"""SP""";""" -""";""" -""";"""Brasileira""";"""SP"""
"""166/AIN""";02/10/2014;"""4""";"""BP at its Best""";"""Institucional""";"""13/10/2014 a 20/10/2014""";"""Story Produções Ltda. ME""";"""SP""";"""BP-TV BP International Ltd""";"""Reino Unido""";"""Estrangeira""";"""RJ/BA"""
"""167/AIN""";07/10/2014;"""6""";"""UFC Embedded 179""";"""Documentário""";"""18/10/2014 a 30/10/2014""";"""Sol Entertainment Ltda""";"""RJ""";"""Figura Media, LLC""";"""EUA""";"""Estrangeira""";"""RJ"""
"""168/AIN""";07/10/2014;"""1""";"""Monstro""";"""Publicitária""";"""25/10/2014 a 25/11/2014""";"""O2 Filmes Publicitários Ltda""";"""SP""";""" -""";""" -""";"""Brasileira""";"""SP"""
"""169/AIN""";14/10/2014;"""2""";"""Red! Hubert kah""";"""Documentário""";"""23/10/2014 a 26/10/2014""";"""Aura Filme Produções Ltda""";"""RJ""";"""Spin TV""";"""Alemanha""";"""Estrangeira""";"""RJ"""
"""170/AIN""";14/10/2014;"""6""";"""Kaiketsui Nai Nai Ansa""";"""Documentário""";"""30/10/2014 a 15/11/2014""";"""Town Network Filmagens Ltda""";"""SP""";"""Zion Creative Visual Work Ltda""";"""Japão""";"""Estrangeira""";"""SP"""
